Trevesia beccarii													DQ007396																
Dendropanax morbifera													AF257356																
Meryta schizolaena																	AY746581												
Meryta capitata													AY746558																
Meryta pauciflora													U63195																
Meryta mauluulu																	AY746578												
Evodiopanax evodiifolius													AF242228																
Merrilliopanax alpinus													AY233309																
Heteropanax brevipedicellatus																												AY204057	
Euaraliopsis palmata													AF242250																
Osmoxylon boerlagei										GQ243797	GQ244068																		
Osmoxylon pectinatum						AY393749							AY389045																
Osmoxylon insidiator										GQ243799	GQ244070																		
Osmoxylon orientale										GQ243800	GQ244071																		
Uldinia ceratocarpa										GQ243843	GQ244114																		
Trachymene glaucifolia										GQ243840	GQ244111																		
Trachymene hookeri										GQ243841	GQ244112																		
Aralia apioides						AY393703							U66704																
Aralia debilis													AF273522															AY204044	
Aralia henryi													U41672															AY204042	
Aralia scopulorum						AY393706							U66927																
Aralia franchetii													AY271909								AY275913								
Aralia leschenaultii													AY233318															AY204049	
Aralia humilis						AY393705							AF242230																
Eleutherococcus simonii													AF242227														AY304719		
Eleutherococcus wardii																											AY304722	AY204025	
Eleutherococcus lasiogyne																											AY304721	AY204024	
Pentapanax plumosus						AY393754							AF242255																
Pentapanax trifoliatus						AY393755							AY394570																
Pentapanax fragrans						AY393753							AY394569																
Astrotricha latifolia											GQ244033		U63189																
Arthrophyllum pinnatum									U50240														U58605						
Arthrophyllum jackianum						AY955445							AY955492																
Arthrophyllum vieillardii						GQ267557											GQ267607												
Raukaua edgerleyi										GQ243809	GQ244080																		
Brassaiopsis moumingensis													AY304815														AY304704		
Brassaiopsis palmipes													AY304802														AY304656		
Schefflera calva													GU004071				GU004129												
Schefflera gleasonii													GU004080				GU004138												
Schefflera pseudocandelabrum						AY393773							AY389054																
Schefflera pseudospicata						AY955421							AY955468																
Schefflera vieillardii						AY393778							AY389059																
Schefflera angustissima						GU004033							GU004028																
Schefflera lukwangulensis						AY393771							AY389052																
Schefflera instita													GU004084				GU004142												
Schefflera goetzenii						AY955408							AY955456																
Schefflera umbellifera						AY393777							AY389058																
Schefflera staufferana						AY955434							AY955481																
Schefflera bojeri						AY955398							AY955446																
Schefflera toto						AY955437							AY955483																
Schefflera aurata													GU004067				GU004125												
Schefflera roxburghii						AY955424							AY955471																
Schefflera macrostachya				GU476380									DQ499064																
Schefflera bractescens						AY955399							AY955448																
Schefflera elliptica						AY955405							AY955453																
Schefflera minutiflora													GU004091				GU004150												
Schefflera vantsilana						AY955438							AY955485																
Schefflera umbellata													GU004115				GU004176												
Schefflera tipuanica													GU004110				GU004171												
Schefflera herzogii													GU004083				GU004141												
Schefflera quinquestylorum													GU004095				GU004154												
Schefflera epiphytica													GU004078				GU004136												
Schefflera ternata													GU004108				GU004170												
Schefflera spruceana													GU004106				GU004167												
Schefflera grandigemma													GU004081				GU004139												
Schefflera leucantha						AY393779							AY389060																
Schefflera tomentosa						AY955435							AY955482																
Schefflera vitiensis						AY955442							AY955489																
Schefflera sciodaphyllum													GU004101				GU004160												
Schefflera trevesioides						AY393776							AY389057																
Cussonia holstii						AY393716							AY389031																
Cussonia thyrsiflora						AY393718																				AF506117			
Cussonia natalensis									JF265381														JF270733						
Plerandra victoriae													JN165438				JN165575												
Plerandra brassii													JN165417				JN165552												
Schefflera osyana													JN165502				JN165643												
Schefflera cabalionii													JN165457				JN165595												
Plerandra bakeriana													JN165415				JN165551												
Plerandra toto													JN165540				JN165685												
Plerandra stahliana													JN165434				JN165570												
Schefflera emiliana													JN165482				JN165621												
Plerandra grayi													JN165422				JN165558												
Plerandra grandiflora													JN165420				JN165555												
Schefflera polydactylis													JN165511				JN165657												
Schefflera elegantissim													JN165478				JN165617												
Schefflera actinostigma													JN165451				JN165588												
Schefflera tannae													JN165534				JN165677												
Schefflera leptophylla													JN165490				JN165632												
Schefflera bailloniana													JN165455				JN165591												
Schefflera vanuatua													JN165544				JN165689												
Plerandra micrantha													JN165474				JN165612												
Plerandra solomonensis													JN165431				JN165568												
Polyscias floccosa													GQ267590				GQ267653												
Polyscias schmidii										GQ243805	GQ244076																		
Polyscias quintasii						GQ267573											GQ267677												
Polyscias baehniana													GQ267589				GQ267633												
Polyscias aequatoguineensis						GQ267567											GQ267626												
Hydrocotyle nepalensis													JQ247226						JQ425425										
Hydrocotyle yabei													JQ425410						JQ425415										
Hydrocotyle maritima													JQ425411						JQ425421										
Hydrocotyle pusilla																AF110608				U72467									
Hydrocotyle ramiflora													JQ247228						JQ425424										
Pseudopanax laetevirens									AF307932				DQ007386																
Gamblea ciliata						AY393726			JQ933339																				
Gamblea innovans									AB744221				AB744222																
Panax variabilis													AY271923								AY275949								
Panax shangianus													AY233328								AY275940								
Trevesia burckii		AY171085											AY304823																
Dendropanax querceti									JQ590383														JQ586672						
Dendropanax dentigerus													DQ007369											AY304714					
Meryta heleneae													AY746561				AY746574												
Meryta senfftiana													AY746564				AY746582												
Meryta coriacea													AY746559				AY746572												
Meryta lanceolata													AY746562				AY746575												
Meryta lecardii													AF229724				AY746576												
Meryta oxylaena													AY746563				AY746579												
Merrilliopanax listeri													AY304819															AY204085	
Cheirodendron bastardianum										GQ243769	GQ244038																		
Trachymene incisa										GQ243842	GQ244113		AF272355																
Harmsiopanax aculeata						AY753278						AY753251	DQ007376																
Aralia parasitica													AY233319														AY304585	AY204047	
Aralia foliolosa						AY753254						AY753226	AY725108																
Aralia cachemirica						AY753253						AY753224	U66706																
Aralia spinifolia									HQ415059				U41676										HQ415247						
Aralia gigantea						AY753255						AY753225	AY725138																
Oplopanax japonicus													AF242248														AY304736	AY204032	
Gastonia sechellarum						GQ267565							GQ267587				GQ267621												
Eleutherococcus divaricatus																							AB571645				AY304720	AY204026	
Eleutherococcus japonicus								AB649415											AB649345						AB649380				
Arthrophyllum balansae						GQ267556							GQ267580				GQ267603												
Arthrophyllum diversifolium						AY393708							AY389027				GQ267604												
Brassaiopsis producta		AY251909											AY304807														AY304668		
Brassaiopsis ciliata		AY171074											AF551723														AY304589		
Brassaiopsis simplicifolia						AY753263						AY753234	AY725118																
Brassaiopsis ferruginea													AY304784														AY304618	AY203979	
Brassaiopsis tripteris		AY256896											AY256898														AY304692		
Brassaiopsis griffithii						AY753259						AY753232	AY725116																
Brassaiopsis ficifolia		EF152186				EF152177							EF152169																
Brassaiopsis mitis		AY171075											AF551726														AY304652		
Brassaiopsis phanrangensis		AY171073											AY304806														AY304666		
Brassaiopsis fatsioides		AY171070											AF551725														AY304611		
Schefflera elongata						AY955406							JN165480				JN165618												
Schefflera venulosa						AY753276						AY753249	JF284828																
Schefflera diplodactyla						GU004040							GU004077				GU004135												
Schefflera botumirimensis						GU004034							GU004068				GU004126												
Schefflera ruschiana						GU004055							GU004099				GU004158												
Schefflera minutistellata						EU786162							AF242244			EU786159													
Schefflera fantsipanensis						AY955407							AY955455				GU004119												
Schefflera patula						GU004050							GU004094				GU004153												
Schefflera macrocarpa						GU004048							GU004090				GU004149												
Schefflera rhododendrifolia						AY393770						AY753248	AY725132																
Schefflera glabrata						GU004041							GU004079				GU004137												
Schefflera crassipes						AY955401							AF229729				JN165608												
Schefflera cordata						GU004038							GU004074				GU004132												
Schefflera pancheri						AY955418							AY955465				JN165646												
Schefflera brenesii						GU004035							GU004069				GU004127												
Schefflera acuminata						GU004031							GU004064				GU004123												
Schefflera rodriguesiana						GU004054							GU004098				GU004157												
Schefflera umbrosa						GU004063							GU004116				GU004177												
Schefflera harmsii						GU004042							GU004082				GU004140												
Schefflera dielsii						GU004039							GU004076				GU004134												
Schefflera pubigera						AY753272						AY753246	AY725130																
Schefflera robusta						GU004052							GU004096				GU004155												
Schefflera tremula						GU004060							GU004111				GU004172												
Schefflera hypoleucoides						AY753274						AY753247	AY725129																
Schefflera capixaba						GU004037							GU004072				GU004130												
Schefflera panamensis						GU004049							GU004093				GU004152												
Schefflera selloi						GU004056							GU004102				GU004162												
Schefflera burchellii						GU004036							GU004070				GU004128												
Schefflera plerandroides						AY955420							JN165505				JN165651												
Schefflera seemanniana						AY955427							AY955474				JN165666												
Schefflera volkensii						AY955443							AY955490				FJ513387												
Schefflera veitchii						AY955440							JN165548				JN165699												
Schefflera nono						AY955417							AY955464				JN165640												
Schefflera stilpnophylla						GU004059							GU004107				GU004168												
Plerandra vitiensis						AY393757							JN165440				JN165576												
Plerandra insolita						AY393756							AY389047				JN165559												
Oreopanax sanderianus	AF094465					AF382156														U72475									
Polyscias gentryi						AF393895							AF393862														AF393947		
Polyscias macgillivrayi						AF396412							AF229702				GQ267660												
Polyscias dioica						AF382173							AF382940														AY035569		
Polyscias purpurea						AY430400							AF229711				GQ267676												
Polyscias maralia						AF393899							AF393866														AF393942		
Polyscias aubrevillei						AF393890							AF393857														AF393948		
Polyscias willmottii						GQ267579							GQ267599				GQ267691												
Polyscias kikuyuensis						GQ267570							GQ267592				GQ267658												
Polyscias elegans						AF382175							AF229698				GQ267650												
Polyscias boivinii						AY430391							AY430380				GQ267639												
Polyscias tahitiensis						GQ267578							AF229719				GQ267689												
Polyscias mollis						AF396413							AF229705				GQ267667												
Polyscias dichroostachya						AY430393							AY430381				GQ267648												
Polyscias nothisii						AF382180							AF229707														AY035576		
Polyscias samoensis						GQ267575							GQ267596				GQ267682												
Polyscias bellendenkerensis						AF396411							AF229691				GQ267638												
Polyscias joskei						AF382177							AF382944														AY035572		
Polyscias ledermannii				GU476381					JF738377				DQ499061																
Polyscias nodosa						AY430399							AY430387				GQ267672												
Polyscias orientalis						AF393905							AF229708														AF393949		
Polyscias nitida						AF382179							AF382945														AY035575		
Polyscias multibracteata						AF393902							AF393868														AF393956		
Polyscias anjozorabensis						AF393888							AF393855														AF393952		
Polyscias lecardii						AF382178							AF229701														AY035573		
Polyscias mauritiana						AY430396							AY430384				GQ267663												
Polyscias farinosa						AY430394							AY430382				GQ267651												
Polyscias carolorum						AY430392							AF393881				GQ267643												
Polyscias sessiliflora						AF393912							AF229717														AF393927		
Polyscias schultzei						GQ267577							GQ267597				GQ267685												
Polyscias repanda						AF393908							AF393873														AF393925		
Polyscias javanica						AY753279						AY753252	DQ007383																
Polyscias bracteata						AF382166							AF229692														AY035561		
Polyscias tennantii						AF393914							AF229720														AF393950		
Hydrocotyle rotundifolia	AF094455															AF110607				U72468									
Hydrocotyle leucocephala							FM207066		JQ590218														JQ586540						
Hydrocotyle javanica										GQ243833	GQ244104		GU447308																
Gamblea pseudoevodiifolia										GQ243779	GQ244050		AF229766																
Panax sinensis													AF263376								AY275941						AY304742		
Panax omeiensis													U41692								AY275934						AY304740		
Panax wangianus													U41691								AY275952						EU574686		
Trevesia longipedicellata		AY171084											AF551733															AY203987	
Trevesia sphaerocarpa		EF152192				EF152182							EF152173																
Meryta balansae						AY393737							AY746556				AY746570												
Meryta pedunculata						AY393738							AF396419				AY746580												
Meryta latifolia								FJ470208	FJ470148													FJ470241							
Meryta tenuifolia						AY393739							AY389041				AY746584												
Merrilliopanax cordifolius						AY753273						AY753243	AY725137																
Cheirodendron fauriei										GQ243770	GQ244039		AF229763																
Cuphocarpus briquetianus						AY430388							GQ267581				GQ267611												
Cuphocarpus humbertianus						GQ267560							AY430379				GQ267613												
Trachymene coerulea									AY188437	GQ243839	GQ244110							AY189114											
Harmsiopanax ingens						AY393730				GQ243783	GQ244054		AY389038																
Gastonia spectabilis						GQ267566			JF739067				AF393879				GQ267622												
Eleutherococcus setchuenensis						AY393722			DQ133807							DQ133858							DQ133788						
Cephalaralia cephalobotrys						AY393713				GQ243768	GQ244037		AF229762																
Brassaiopsis aculeata						AY753257						AY753228	AY725110														AY304587		
Brassaiopsis gracilis		AY171071											AF551721														AY304629	AY203980	
Brassaiopsis shweliensis						AY753262						AY753233	AY304810														AY304674		
Schefflera myriantha						AY393772				GQ243820	GQ244092		AY389053																
Schefflera candelabrum						AY393767				GQ243813	GQ244084		AF229728																
Schefflera macrophylla						AY955414				GQ243818	GQ244089		JF284820																
Schefflera rainaliana						AY955422				GQ243823	GQ244094		AY955469																
Cussonia paniculata	AF094459					AY393717							AY389032							U72470									
Polyscias jaffrei						AF382176							AF229700				GQ267657										AY035571		
Polyscias scopoliae						AF382185							AF229715				GQ267686										AY035580		
Polyscias fraxinifolia						AF393894							AF393861				GQ267654										AF393930		
Polyscias chapelieri						AF393891							AF393858				GQ267644										AF393946		
Polyscias myrsine						AF393904							AF393870				GQ267671										AF393958		
Polyscias veillonii						AF382187							AF229721				GQ267690										AY035582		
Polyscias muraltiana						AF393903							AF393869				GQ267669										AF393957		
Polyscias regalis						AF382183							AF229712				GQ267678										AY035578		
Polyscias stuhlmannii						AF393913							AF393876				GQ267688										AF393929		
Polyscias schatzii						AF393909							AF229714				GQ267683										AF393934		
Polyscias felicis						AF393893							AF393860				GQ267652										AF393951		
Polyscias modestei						AF393900							AF393867				GQ267666										AF393954		
Polyscias mayottensis						AF393901							AF229703				GQ267664										AF393932		
Polyscias scutellaria						AF396414							AF229716				GQ267687											AY203992	
Polyscias andapensis						AF393885							AF393852				GQ267629										AF393944		
Polyscias coriacea						AF393892							AF393859				GQ267646										AF393924		
Polyscias cissodendron						AF382168							AF229693				GQ267645										AY035563		
Polyscias pancheri						AF382182							AF229710				GQ267674										AY035577		
Polyscias pentamera						AF393907							AF393872				GQ267675										AF393938		
Polyscias madagascariensis						AF393898							AF393864				GQ267661										AF393955		
Polyscias crenata						AF382169							AF229694				GQ267647										AY035564		
Polyscias andrearum						AF393886							AF393853				GQ267630										AF393943		
Polyscias amplifolia						AF393884							AF393851				GQ267628										AF393937		
Polyscias albersiana						AF393883							AF229687				GQ267627										AF393931		
Polyscias abrahamiana						AF382148							AF229686				GQ267625										AY035557		
Polyscias balansae						AF382165							AF229689				GQ267634										AY035560		
Polyscias subincisa						GQ267568							AF229718				GQ267641										AY035581		
Polyscias fulva						AF382150							AF229699				GQ267655										AY035559		
Polyscias calophylla						AF382167							AF382939				GQ267642										AY035562		
Polyscias microbotrys						AF382181							AF229704				GQ267665										AY035574		
Polyscias dzumacensis						AF382174							AF229697				GQ267649										AY035570		
Polyscias ariadnes						AF393889							AF393856				GQ267631										AF393923		
Polyscias lucienneae						AF393896							AF393863				GQ267659										AF396409		
Polyscias zanthoxyloides						AF393915							AF393877				GQ267692										AF393939		
Polyscias baretiana						AF382149							AF229690				GQ267635										AY035558		
Polyscias ornifolia						AF393906							AF393871				GQ267673										AF393935		
Hydrocotyle bonariensis										GQ243831	GQ244102		AF077894						JQ937322										
Seemannaralia gerrardii						AY393781				GQ243825	GQ244096		AY389062																
Pseudopanax kermadecensis								FJ470211	FJ470151				U63175									FJ470244							
Pseudopanax discolor								FJ470205	FJ470145				U63170									FJ470238							
Pseudopanax gilliesii								FJ470189	FJ470129				U63173									FJ470222							
Pseudopanax macintyrei								FJ470200	FJ470140				U63179									FJ470233							
Pseudopanax chathamicus								FJ470193	FJ470133				U63166									FJ470226							
Panax assamicus						AY753271						AY753244	AY233322								AY275917								
Panax vietnamensis				AB033635									AY271924								AY275950		AB044906						
Trevesia baviensis		AY171076											AY304822														AY304754	AY203988	
Cheirodendron platyphyllum						AY393714				GQ243771	GQ244040		AF229764																
Fatsia polycarpa						AY393725				GQ243778	GQ244049		AY389034															AY203995	
Aralia californica	AF094457	AY171069											U66921							U72480						AF506114			
Oplopanax horridus		AY171088				AY393745							AY389044														AY304734	AY204035	
Neosciadium glochidiatum									DQ133816	GQ243838	GQ244109					DQ133873							DQ133793						
Gastonia crassa						GQ267562				GQ243780	GQ244051		GQ267583				GQ267615												
Eleutherococcus giraldii													EU591996	GQ434776	GQ435788				GQ435397				GQ434263						
Brassaiopsis stellata		AY171072				EF152179							AY304811														AY304686	AY203984	
Brassaiopsis hainla		EF152187				AY393712						AY753230	AY304773														AY304637		
Brassaiopsis grushvitzkyi		AY171078				AY393729							AY389037														AY304635	AY203986	
Chengiopanax sciadophylloides						AB237422			D44552	GQ243772	GQ244042		AM400882																
Schefflera costata						AY955400				GQ243814	GQ244085		JN165465				JN165600												
Schefflera reginae						AY955423				GQ243824	GQ244095		JN165516				JN165661												
Schefflera gabriellae						AY393769				GQ243816	GQ244087		AF229731				JN165624												
Schefflera actinophylla	AF094462					AF382153			GU135189											U72471			GU135026						
Plerandra pickeringii						AY955419				GQ243822	GQ244093		JN165429				JN165566												
Polyscias sambucifolia				GU476382		AF382184							DQ499062				GQ267680										AY035579		
Polyscias multijuga						GQ267571				GQ243802	GQ244074		GQ267593				GQ267668												
Polyscias australiana						AF396410			JN564319				AF229688				GQ267632						JN564052						
Polyscias murrayi						GQ267572				GQ243804	GQ244075		AF229706				GQ267670												
Hydrocotyle bowlesioides						AY393699			U50235									AY189076		U36295			U58600						
Hydrocotyle modesta									AY188424	GQ243835	GQ244106							AY189077					AY188400						
Motherwellia haplosciadea						AY393742				GQ243791	GQ244062		AY389042					AY189088											
Dendropanax trifidus		EF152195				AY393720			AB665989	AY163507			AF242238																
Merrilliopanax chinensis						AY393736				GQ243788	GQ244059		AY389040															AY204086	
Osmoxylon geelvinkianum						AY393747				GQ243798	GQ244069		AF229727				EF040756						AF271758						
Osmoxylon novoguineense						AY393748			AY188431				AF229726					AY189097					AF271759					AY204087	
Aralia nudicaulis					HQ593902	AF382157			HQ589959				U41674										HQ593176						
Tetraplasandra hawaiensis									U50257	GQ243828	GQ244099		AF368478					AY189112					U58593						
Gastonia duplicata						GQ267563				GQ243781	GQ244052		AF393878				GQ267617										AF393928		
Eleutherococcus gracilistylus					GQ436223				GQ436710				EU592004	GQ434779	GQ435791				GQ435404										
Raukaua simplex								FJ470182	FJ470122	GQ243810	GQ244081		U63180									FJ470215							
Brassaiopsis hispida		EF152188				EF152178			JQ933245			AY753231	EF152170														AY304643		
Diplopanax stachyanthus		JF321067	JF298830			JF321155			L11224									AY260014					AF468494						
Hydrocotyle verticillata						AY393700	FM207078		U50236				AY389025					AY189078					U58601						
Panax zingiberensis				AB085764									U41700								AY275953		AB085765				AF548133	AY204039	
Cheirodendron trigynum						AY393715			U50241		GQ244041		U63183					AY189055					U58606						
Cuphocarpus aculeatus						AF393920				GQ243773	GQ244043		AF229737				GQ267608										AF393959		
Fatsia oligocarpella	GU054945	GU054755				GU055135						GU054565	GU054660			GU055040			GU054850										
Aralia finlaysoniana	GU054950	GU054760				GU055140						GU054570	AF273529			GU055045			GU054855										
Aralia stipulata	GU054985	GU054795				GU055175						GU054605	AF273535			GU055080			GU054890										
Aralia stellata	GU054935	GU054745				GU055125						GU054555	GU054650			GU055030			GU054840										
Aralia vietnamensis	GU054951	GU054761				GU055141						GU054571	AF273541			GU055046			GU054856										
Tupidanthus calyptratus						AY393788			U50259			AY753250	AY389065					AY189116					U58622					AY204061	
Astrotricha pterocarpa						AY393709			AY188416	GQ243765	GQ244034		AF229761					AY189041					AF271756						
Arthrophyllum mackeei						AF382158			AY188415	GQ243764	GQ244032		AF229736					AY189039					AY188395						
Brassaiopsis glomerulata		AY256895				AY393711				GQ243767	GQ244036	AY753229	AY725111														AY304625		
Chengiopanax fargesii	GU054936	GU054746				GU055126						GU054556	GU054651			GU055031			GU054841										
Schefflera heterophylla	GU054927	GU054737				GU055117						GU054547	DQ007388			GU055022			GU054832										
Schefflera elegantissima						AF396416			DQ133821				AF229730			DQ133882	AY746587						DQ133795			AF506116			
Schefflera subulata	GU054929	GU054739				GU055119						GU054549	GU054644			GU055024			GU054834										
Schefflera pentandra	GU054912	GU054722				GU055102						GU054532	GU004029			GU055007			GU054817										
Schefflera hypoleuca	GU054928	GU054738				GU055118						GU054548	AY725127			GU055023			GU054833										
Oreopanax liebmannii	GU054963	GU054773				GU055153						GU054583	GU054678			GU055058			GU054868										
Oreopanax xalapensis	GU054924	GU054734				GU055114						GU054544	GU054639			GU055019			GU054829										
Oreopanax polycephalus	GU054923	GU054733				GU055113						GU054543	GU054638			GU055018			GU054828										
Metapanax delavayi	GU054897	GU054707				GU055087						GU054517	GU054612			GU054992			GU054802										
Macropanax rosthornii	GU054898	GU054708				GU055088						GU054518	GU054613			GU054993			GU054803										
Macropanax maingayi	GU054931	GU054741				GU055121						GU054551	GU054646			GU055026			GU054836										
Macropanax undulatus	GU054909	GU054719				AY393735						AY753242	AY725125			GU055004			GU054814										
Hydrocotyle sibthorpioides				X16605			FM207067		D44570	GQ243837	GQ244108		JQ425409						JQ425416										
Pseudopanax ferox						AY393761		FJ470190	FJ470150	GQ243806	GQ244077		U63172									FJ470242							
Trevesia lateospina	GU054949	GU054759				EF152181						GU054569	EF152172			GU055044			GU054854										
Dendropanax pallidus	GU054981	GU054791				GU055171						GU054601	GU054696			GU055076			GU054886										
Dendropanax umbellatus	GU054960	GU054770				GU055150						GU054580	GU054675			GU055055			GU054865										
Dendropanax gonatopodus	GU054966	GU054727				GU055156						GU054595	GU054690			GU055070			GU054880										
Dendropanax globosus	GU054904	GU054714				GU055094						GU054524	GU054619			GU054999			GU054809										
Dendropanax praestans	GU054944	GU054754				GU055134						GU054564	GU054657			GU055039			GU054847										
Dendropanax proteus	GU054906	GU054716				GU055096						GU054526	AF242237			GU055001			GU054811										
Dendropanax sessiliflorus	GU054921	GU054717				EF152183						GU054596	GU054622			GU055071			GU054881										
Dendropanax capillaris	GU054914	GU054724				GU055104						GU054534	GU054629			GU055009			GU054819										
Dendropanax cuneifolius	GU054952	GU054762				GU055142						GU054572	GU054667			GU055047			GU054857										
Dendropanax lancifolius	GU054964	GU054774				GU055154						GU054584	GU054679			GU055059			GU054869										
Dendropanax poilanei	GU054962	GU054771				GU055152						GU054581	GU054676			GU055056			GU054867										
Dendropanax oliganthus	GU054958	GU054729				GU055148						GU054578	GU054673			GU055053			GU054863										
Dendropanax palustris	GU054943	GU054747				GU055133						GU054557	GU054658			GU055038			GU054842										
Dendropanax latilobus	GU054941	GU054751				GU055131						GU054561	GU054656			GU055036			GU054846										
Dendropanax maingayi	GU054918	GU054728				GU055108						GU054538	DQ007371			GU055013			GU054823										
Dendropanax ravenii	GU054920	GU054730				GU055110						GU054540	GU054635			GU055015			GU054825										
Dendropanax macropodus	GU054905	GU054715				GU055095						GU054525	GU054620			GU055000			GU054810										
Dendropanax cuneatus	GU054965	GU054775				GU055149						GU054585	GU054674			GU055054			GU054870										
Dendropanax oligodontus	GU054980	GU054790				GU055170						GU054600	GU054689			GU055075			GU054885										
Dendropanax caucanus	GU054915	GU054725				GU055105						GU054536	GU054631			GU055011			GU054820										
Dendropanax confertus	GU054983	GU054793				GU055173						GU054603	GU054698			GU055078			GU054888										
Dendropanax bolivianus	GU054957	GU054766				GU055147						GU054577	GU054671			GU055052			GU054862										
Dendropanax punctatus	GU054982	GU054792				GU055172						GU054602	GU054697			GU055077			GU054887										
Dendropanax productus	GU054972	GU054782				GU055162						GU054592	GU054687			GU055067			GU054877										
Dendropanax schippii	GU054967	GU054777				GU055157						GU054587	GU054682			GU055062			GU054872										
Reynoldsia sandwicensis						AY393765			U50253	GQ243811	GQ244082		AF368468				GQ267693	AY189105					U58618						
Aralia chinensis		EF152193				AY393704			HQ427250				AF242256			AF110609			HQ427093	U36283			HQ427393						
Aralia cordata	GU054934	GU054744				GU055124			D44555			GU054554	U66922			GU055029			GU054839										
Gastonia rodriguesiana						GQ267564				GQ243782	GQ244053		AY389035				GQ267620	AY189070					U58611				AF393940		
Eleutherococcus sieboldianus	GU054896	GU054706				AY393723						GU054516	GU054611			GU054991			GU054801				AB571644						
Schefflera angulata	GU054925	GU054735				GU004032						GU054545	GU004066			GU055020	GU004124		GU054830										
Pseudopanax colensoi		GQ983677	GQ983637							GQ243794	GQ244065					GQ984028													
Pseudopanax laetus	FJ470253					AY393762		FJ470198	FJ470138	FJ470178			U63176									FJ470232							
Pseudopanax lessonii	FJ470250							FJ470185	FJ470124	GQ243807	GQ244078		U63177									FJ470221							
Dendropanax burmanicus	GU054901	GU054781				GU055161						GU054591	GU054616			GU055066			GU054876									AY204000	
Dendropanax caloneurus	GU054902	GU054712				GU055092						GU054522	GU054617			GU054997			GU054807									AY203998	
Dendropanax chevalieri	GU054973	GU054783				GU055163						GU054573	GU054668			GU055068			GU054878					AY304715					
Meryta denhamii	FJ470247							FJ470204	FJ470144	FJ470172			AF229725				AY746573					FJ470237							
