Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-1.825743	-1.825743
1	0.950747	7500	-1.807943	-3.633686
2	0.926679	7500	-1.787928	-5.421614
3	0.902980	7500	-1.760306	-7.181920
4	0.879648	7500	-1.734752	-8.916672
5	0.856682	7500	-1.706273	-10.622945
6	0.834079	7500	-1.678831	-12.301775
7	0.811838	7500	-1.650569	-13.952344
8	0.789957	7500	-1.630193	-15.582537
9	0.768433	7500	-1.604283	-17.186820
10	0.747266	7500	-1.581534	-18.768354
11	0.726452	7500	-1.551265	-20.319619
12	0.705989	7500	-1.524546	-21.844164
13	0.685877	7500	-1.501238	-23.345403
14	0.666112	7500	-1.476012	-24.821415
15	0.646693	7500	-1.454184	-26.275599
16	0.627618	7500	-1.429315	-27.704914
17	0.608884	7500	-1.405081	-29.109996
18	0.590490	7500	-1.381040	-30.491035
19	0.572433	7500	-1.350756	-31.841792
20	0.554712	7500	-1.330814	-33.172606
21	0.537324	7500	-1.309641	-34.482247
22	0.520268	7500	-1.285887	-35.768134
23	0.503540	7500	-1.266189	-37.034324
24	0.487139	7500	-1.238761	-38.273085
25	0.471063	7500	-1.213202	-39.486286
26	0.455310	7500	-1.196120	-40.682406
27	0.439877	7500	-1.172050	-41.854456
28	0.424762	7500	-1.147716	-43.002173
29	0.409963	7500	-1.124183	-44.126356
30	0.395478	7500	-1.100208	-45.226563
31	0.381305	7500	-1.080982	-46.307545
32	0.367440	7500	-1.058118	-47.365663
33	0.353883	7500	-1.037183	-48.402846
34	0.340630	7500	-1.012525	-49.415372
35	0.327680	7500	-0.992460	-50.407831
36	0.315030	7500	-0.970009	-51.377840
37	0.302677	7500	-0.950888	-52.328728
38	0.290619	7500	-0.926749	-53.255477
39	0.278855	7500	-0.907291	-54.162767
40	0.267381	7500	-0.890625	-55.053392
41	0.256195	7500	-0.865048	-55.918440
42	0.245294	7500	-0.847172	-56.765612
43	0.234677	7500	-0.824656	-57.590267
44	0.224340	7500	-0.801945	-58.392212
45	0.214281	7500	-0.785826	-59.178038
46	0.204498	7500	-0.766748	-59.944786
47	0.194988	7500	-0.748466	-60.693252
48	0.185749	7500	-0.727983	-61.421235
49	0.176777	7500	-0.710591	-62.131827
50	0.168070	7500	-0.689834	-62.821660
51	0.159626	7500	-0.669835	-63.491495
52	0.151441	7500	-0.649687	-64.141182
53	0.143514	7500	-0.630866	-64.772048
54	0.135841	7500	-0.616596	-65.388645
55	0.128420	7500	-0.595303	-65.983947
56	0.121247	7500	-0.575291	-66.559238
57	0.114320	7500	-0.563330	-67.122568
58	0.107637	7500	-0.540572	-67.663140
59	0.101193	7500	-0.525417	-68.188556
60	0.094986	7500	-0.508331	-68.696887
61	0.089014	7500	-0.489594	-69.186481
62	0.083273	7500	-0.473407	-69.659888
63	0.077760	7500	-0.454146	-70.114034
64	0.072472	7500	-0.436966	-70.551000
65	0.067406	7500	-0.420652	-70.971652
66	0.062558	7500	-0.405137	-71.376789
67	0.057926	7500	-0.388704	-71.765492
68	0.053506	7500	-0.374302	-72.139795
69	0.049295	7500	-0.355327	-72.495121
70	0.045289	7500	-0.339511	-72.834633
71	0.041485	7500	-0.324823	-73.159456
72	0.037880	7500	-0.308669	-73.468125
73	0.034469	7500	-0.291453	-73.759578
74	0.031250	7500	-0.276154	-74.035732
75	0.028218	7500	-0.260190	-74.295922
76	0.025370	7500	-0.247262	-74.543184
77	0.022702	7500	-0.234061	-74.777245
78	0.020209	7500	-0.219364	-74.996609
79	0.017889	7500	-0.205265	-75.201874
80	0.015736	7500	-0.191688	-75.393562
81	0.013746	7500	-0.176954	-75.570516
82	0.011916	7500	-0.163985	-75.734501
83	0.010240	7500	-0.150240	-75.884741
84	0.008714	7500	-0.135564	-76.020304
85	0.007334	7500	-0.124861	-76.145165
86	0.006093	7500	-0.111250	-76.256415
87	0.004988	7500	-0.099760	-76.356175
88	0.004013	7500	-0.087926	-76.444101
89	0.003162	7500	-0.078037	-76.522137
90	0.002430	7500	-0.066250	-76.588387
91	0.001810	7500	-0.056585	-76.644973
92	0.001296	7500	-0.047319	-76.692292
93	0.000882	7500	-0.038048	-76.730339
94	0.000559	7500	-0.029513	-76.759852
95	0.000320	7500	-0.021970	-76.781822
96	0.000156	7500	-0.014946	-76.796769
97	0.000057	7500	-0.009101	-76.805870
98	0.000010	7500	-0.004273	-76.810143
99	0.000000	7500	-0.000925	-76.811068
Log marginal likelihood:	-76.811068
