Steppingstone sampler:
        No Stones:                  100
        Start It:                   1010001
        It Per Stone:               10000
        Sample Freq:                1
        Dist:                       Beta(0.400000,1.000000)
Stone No	Power	N	Stone MLh	Running MLh
0	0.975187	7500	-1.838352	-1.838352
1	0.950747	7500	-1.805007	-3.643359
2	0.926679	7500	-1.785526	-5.428885
3	0.902980	7500	-1.753956	-7.182841
4	0.879648	7500	-1.722673	-8.905513
5	0.856682	7500	-1.709090	-10.614603
6	0.834079	7500	-1.676545	-12.291148
7	0.811838	7500	-1.642196	-13.933344
8	0.789957	7500	-1.632783	-15.566127
9	0.768433	7500	-1.592849	-17.158975
10	0.747266	7500	-1.577584	-18.736559
11	0.726452	7500	-1.550349	-20.286909
12	0.705989	7500	-1.527678	-21.814587
13	0.685877	7500	-1.500654	-23.315241
14	0.666112	7500	-1.475117	-24.790358
15	0.646693	7500	-1.451857	-26.242215
16	0.627618	7500	-1.424345	-27.666561
17	0.608884	7500	-1.400622	-29.067183
18	0.590490	7500	-1.377049	-30.444232
19	0.572433	7500	-1.349690	-31.793923
20	0.554712	7500	-1.331990	-33.125913
21	0.537324	7500	-1.309222	-34.435134
22	0.520268	7500	-1.275378	-35.710513
23	0.503540	7500	-1.256298	-36.966810
24	0.487139	7500	-1.232956	-38.199766
25	0.471063	7500	-1.212348	-39.412115
26	0.455310	7500	-1.185097	-40.597211
27	0.439877	7500	-1.166296	-41.763508
28	0.424762	7500	-1.144405	-42.907913
29	0.409963	7500	-1.120033	-44.027946
30	0.395478	7500	-1.095190	-45.123135
31	0.381305	7500	-1.072826	-46.195961
32	0.367440	7500	-1.051689	-47.247650
33	0.353883	7500	-1.027400	-48.275050
34	0.340630	7500	-1.005809	-49.280859
35	0.327680	7500	-0.985027	-50.265886
36	0.315030	7500	-0.961303	-51.227190
37	0.302677	7500	-0.941175	-52.168365
38	0.290619	7500	-0.919236	-53.087601
39	0.278855	7500	-0.895550	-53.983151
40	0.267381	7500	-0.877031	-54.860182
41	0.256195	7500	-0.857262	-55.717443
42	0.245294	7500	-0.832759	-56.550202
43	0.234677	7500	-0.812679	-57.362881
44	0.224340	7500	-0.794099	-58.156979
45	0.214281	7500	-0.771306	-58.928286
46	0.204498	7500	-0.751259	-59.679545
47	0.194988	7500	-0.734761	-60.414306
48	0.185749	7500	-0.716122	-61.130428
49	0.176777	7500	-0.694006	-61.824434
50	0.168070	7500	-0.673980	-62.498413
51	0.159626	7500	-0.656456	-63.154869
52	0.151441	7500	-0.636006	-63.790874
53	0.143514	7500	-0.617091	-64.407965
54	0.135841	7500	-0.596658	-65.004623
55	0.128420	7500	-0.580187	-65.584810
56	0.121247	7500	-0.560959	-66.145769
57	0.114320	7500	-0.543572	-66.689341
58	0.107637	7500	-0.524847	-67.214188
59	0.101193	7500	-0.509140	-67.723329
60	0.094986	7500	-0.490693	-68.214022
61	0.089014	7500	-0.472956	-68.686978
62	0.083273	7500	-0.456776	-69.143754
63	0.077760	7500	-0.440314	-69.584068
64	0.072472	7500	-0.422490	-70.006558
65	0.067406	7500	-0.406820	-70.413377
66	0.062558	7500	-0.389891	-70.803269
67	0.057926	7500	-0.373764	-71.177032
68	0.053506	7500	-0.359884	-71.536916
69	0.049295	7500	-0.341995	-71.878911
70	0.045289	7500	-0.327929	-72.206840
71	0.041485	7500	-0.308976	-72.515817
72	0.037880	7500	-0.296114	-72.811931
73	0.034469	7500	-0.283395	-73.095326
74	0.031250	7500	-0.267718	-73.363043
75	0.028218	7500	-0.253283	-73.616326
76	0.025370	7500	-0.241018	-73.857344
77	0.022702	7500	-0.225251	-74.082595
78	0.020209	7500	-0.212190	-74.294785
79	0.017889	7500	-0.198294	-74.493079
80	0.015736	7500	-0.186460	-74.679538
81	0.013746	7500	-0.172335	-74.851873
82	0.011916	7500	-0.159458	-75.011331
83	0.010240	7500	-0.147771	-75.159102
84	0.008714	7500	-0.134107	-75.293209
85	0.007334	7500	-0.121905	-75.415114
86	0.006093	7500	-0.111621	-75.526735
87	0.004988	7500	-0.100156	-75.626891
88	0.004013	7500	-0.088434	-75.715325
89	0.003162	7500	-0.076694	-75.792019
90	0.002430	7500	-0.065742	-75.857761
91	0.001810	7500	-0.056235	-75.913996
92	0.001296	7500	-0.046960	-75.960956
93	0.000882	7500	-0.037624	-75.998580
94	0.000559	7500	-0.029412	-76.027992
95	0.000320	7500	-0.022079	-76.050071
96	0.000156	7500	-0.015000	-76.065070
97	0.000057	7500	-0.009225	-76.074295
98	0.000010	7500	-0.004334	-76.078630
99	0.000000	7500	-0.000925	-76.079555
Log marginal likelihood:	-76.079555
