taxon	matK	rpoB	spo-9	Pvr1	Pvr1.1	Waxy	atpE	rpoc1	cox1	rps2	unknown	GGR	5-enolpyruvylshikimate-3-phosphate-synthase	F3H	OSM1	endochitinase	beta-1,3-glucanase	LEAFY	unknown.1	5S-rRNA	NIA	matK.1	rpi-vnt1-like-protein	S	S.1	psbE	CHS-E	hypothetical-protein	COSII_At1g20050	COSII_At1g50020-like-protein	COSII_At2g38020	COSII_At5g14320	COSII_At2g38020.1	rpl32	rps16-trnQ(UUG)-intergenic-spacer	rpl32.1	AT3-1	At1g14300-like-protein	NIA.1	rps16	P	At5g04590-like-protein	unknown.2	TBP1	atpB	trnH-psbA-intergenic-spacer;-may-contain-psbA	At3g24010-like-protein	At3g62940-like-protein	18S-ribosomal-RNA	rbcL	nepGS	osmotin	lfy	glo	rpoC1	S1-RNase	beta-amylase	beta-amylase.1	phyA	trnK(UUU)-rps16-intergenic-spacer	COSII_At1g13380	trnY	contains-promoter-and-5'-UTR	ANS	transposase	unknown.3	H6H	rps3	At1g44760-like-protein	COSII_At2g15890	COSII_At3g10920	putative-progesterone-5-beta-reductase	3-methylcrotonyl-CoA-carboxylase	trnL	flavonoid-3'-hydroxylase	unknown.4	bHLH1	RPB2	adh	unknown.5	contains-tRNA-Leu-(trnL)-and-trnL-trnF-intergenic-spacer	contains-tRNA-Leu-(trnL)-and-trnL-trnF-intergenic-spacer.1	rpl16	ITS1	chloroplast-glutamine-synthetase	bHLH2	ndhF	ITS2	rpl2	waxy	putative-Pto-like-serine/threonine-kinase	PMT	MPF1-like-protein	S.2	GBSSI	petN	psbB-psbH-intergenic-spacer	NAMT	rbcL.1	disease-resistance-protein-RGH4	TPS17	NADH-dehydrogenase-subunit-1	psbA	5.8S-ribosomal-RNA	PI	myb1	trnS(GCU)-trnG(UCC)-intergenic-spacer	26S-ribosomal-RNA	infA	trnT-trnL-intergenic-region	18S-ribosomal-RNA.1	trnL.1	ndhJ	LFY	S.3	unknown.6	16S-rRNA	WDR1	S.4	S.5	S1-RNase.1	MADS	MPF2-like	unknown.7	NtoDFR	
Calibrachoa ericifolia																																																																																																	JN565750						JX178641				JN565828					JN565803														
Calibrachoa humilis																																																																																																	JN565754						JX178645				JN565832					JN565807														
Calibrachoa serrulata																																																																																																	JN565766						JQ082473				JQ082476					JN565818														
Calibrachoa heterophylla																																																																																																	JN565753						JQ072013				JN565831					JN565781														
Calibrachoa micrantha																																																																																																	JN565757						JX178649				JN565835					JN565810														
Calibrachoa paranensis																																																																																																	JN565760						JQ082472				JQ082475					JN565813														
Calibrachoa elegans																																																																																																	JN565749						JQ082471				JN565827					JN565802														
Calibrachoa caesia																																																																																																	JN565745						JX178636				JN565823					JN565773														
Calibrachoa linearis																																																																																																	JN565755						JX178647				JN565833					JN565808														
Calibrachoa spathulata																																																																																																	JN565769						JX178659				JN565846					JN565821														
Calibrachoa pubescens																																																																																																	JN565762						JX178655				JN565839					JN565815														
Calibrachoa ovalifolia																																																																																																	JN565759						JX178652				JN565837					JN565812														
Calibrachoa sendtneriana																																																																																																	JN565765						JX178657				JN565842					JN565817														
Calibrachoa cordifolia																																																																																																	JN565746						JX178637				JN565824					JN565774														
Calibrachoa eglandulata																																																																																																	JN565748						JX178639				JN565826					JN565776														
Calibrachoa pygmaea																																																																																																	JN565763						JX178656				JN565840					JN565791														
Calibrachoa missionica																																																																																																	JN565758						JX178650				JN565836					JN565786														
Calibrachoa thymifolia																																																																																																	JN565770						JX178660				JN565847					JN565797														
Stictocardia incomta																										AY100869																			AY100762																																																						AY100971													AY101080														
Cressa depressa																										AY100910																			AY100807																																																						AY101016													AY101125														
Cressa truxillensis																										AY100909																			AY100806																																																						AY101015													AY101124														
Vestia foetida									JF966344										DQ508652			DQ508548																																																																																								DQ508584																
Lycium afrum	AB036625																																																																																														EF137754				JQ412384													AB036534														
Lycium schizocalyx	AB036622																																																																																														DQ124539															DQ124479		DQ124602														
Lycium pilifolium	AB036621																																																																																														EF137785															DQ124475		AB036593														
Merremia tuberosa	GU135052																		AF110909																																																																												AF111117				GU135216																											
Merremia hastata																										AY100880																			AY100776																																																						AY100985													AY101094														
Cuscuta occidentalis																			EF194695																																																																																EU883457									EU883511				EF194477														
Cuscuta applanata										EU330249									EF194604																																																																																EU330272													EF194372														
Cuscuta brachycalyx																			EF194700																																																																																EU883444									EU883492				EF194485														
Cuscuta americana																			EF194597																																																																																EU330273									JN234798				EF194363														
Cuscuta draconella																			EU883482																																																																																EU883452									EU883502				EU883436														
Cuscuta howelliana																			EF194717																																																																																EU883455									EU883504				EF194505														
Cuscuta glabrior																			EF194686																																																																																EU883477									EU883528				EF194472														
Cuscuta suksdorfii																			EF194714																																																																																EU883473									EU883525				EF194502														
Cuscuta veatchii										EU330247									EU288355																																																																																EU330267													EU288340														
Cuscuta monogyna																			DQ924569																																																							AY558839																									AY558871													AJ428054														
Cuscuta jepsonii																			FJ479698																																																																																FJ479699									FJ479697				FJ479700														
Cuscuta decipiens																			EF194718																																																																																EU883450									EU883499				EF194508														
Cuscuta suaveolens																			EF194654																																																																																EU883478									EU883529				EF194442														
Cuscuta salina																			GQ254890																																																																																EU883464									EU883518				EF194496														
Cuscuta platyloba																			EF194658																																																																																AJ320209													EF194447					AJ401355									
Cuscuta californica																			EF194698																																																																																EU883445									EU883497				EF194475														
Cuscuta cuspidata																			HE579187																																																							HE579499																																		AF148273				HE579472														
Calystegia macrostegia																										AY100886																			AY100782																																																						AY100991													AY101100														
Dunalia brachyacantha																			DQ314172																																																																												DQ309482																			DQ301527							EU382077					
Turbina oenotheroides																										AY100870																			AY100764																																																						AY100973													AY101082														
Nolana spergularioides																																																												FJ914208																											FJ914025									FJ914062							FJ914091																							
Crenidium spinescens	AJ585868																																																																																						AY098714																				AJ585008					AY098682														
Dichondra carolinensis	EU330287									EU330260									EU330328																																																																																									AF148268																		
Aniseia martinicensis																										AY100893																			AY100789																																																						AY100998													AY101107														
Aniseia cernua																										AY100894																			AY100790																																																						AY100999													AY101108														
Aniseia argentina																										AY100895																			AY100791																																																						AY101000													AY101109														
Lycianthes multiflora	JQ589232																																																																																						DQ667567												JQ594557													EU581019														
Lycianthes inaequilatera																			DQ314159																																																																				DQ667561								DQ309469																	EU581018														
Leucophysalis nana																			AY665847																																																																				EU580906								AY665928																	EU581014														
Brugmansia aurea	EF438848																																												AM233357																																										EU580866																									EU580965														
Xenostegia tridentata																										AY100879																			AY100775																																																						AY100984													AY101093														
Anthotroche myoporoides	AJ585865																																																																																						AY098710																				AJ585005					AY098679														
Anthotroche blackii	AJ585864																																																																																						AY098711																				AJ585004					AY098678														
Anthotroche walcottii	AJ585867																																																																																						AY098713																				AJ585007					AY098681														
Hewittia scandens																										AY100878																			AY100774																																																						AY100983													AY101092														
Wilsonia humilis																										AY100914																			AY100811																																																						AY101020													AY101129														
Cyphanthera albicans	AJ585870																																																																																						AY098715																				AJ585010					AY098683														
Cyphanthera odgersii	AJ585875																																																																																						AY098718																				AJ585016					AY098687														
Espadaea amoena																			AY206734																																																																				AY206744												AY206722													AY206758														
Aureliana fasciculata									JF966303																																									AF397083																																					EU580861																									EU580961														
Witheringia macrantha																			AY665857																																																																				EU126019								AY665925																	EU581071														
Witheringia coccoloboides	EF438981																																												AM233284																																																EF395140																														EF395175			
Witheringia meiantha																			AY665856																																																																				EU126020												JQ594185													EU581072														
Witheringia maculata																																																																																														AF102065																									AF102070	AF102073	AF102067					
Oryctes nevadensis																			AY665864																																																																				EU580923								AY665934																	EU581039														
Cestrum irazuense																			DQ508667			DQ508564																																																																																								DQ508600		DQ508633														
Cestrum acutifolium																			DQ508655			DQ508551																																																																																								DQ508587		DQ508621														
Cestrum chiriquianum																			DQ508658			DQ508554																																																																																								DQ508590		DQ508624														
Cestrum sphaerocarpum																			DQ508679			DQ508576																																																																																								DQ508612		DQ508644														
Cestrum fasciculatum																			DQ508661			DQ508558																																																																																								DQ508594		DQ508627														
Cestrum violaceum																			DQ508684			DQ508581																																																																																								DQ508617		DQ508649														
Cestrum endlicheri																			DQ508660			DQ508557																																																																																								DQ508593		DQ508626														
Cestrum regelii																			DQ508677			DQ508574																																																																																								DQ508610		DQ508642														
Cestrum pacayense																			DQ508675			DQ508572																																																																																								DQ508608		DQ508640														
Cestrum diurnum	GU135071																		JQ230969																																																																																GU135235				GU135406																							
Cestrum poasanum																			DQ508676			DQ508573																																																																																								DQ508609		DQ508641														
Cestrum inclusum																			DQ508666			DQ508563																																																																																								DQ508599		DQ508632														
Cestrum miradorense																			DQ508671			DQ508568																																																																																								DQ508604		DQ508637														
Cestrum luteovirescens																			DQ508669			DQ508566																																																																																								DQ508602		DQ508635														
Cestrum milciomejiae																			DQ508670			DQ508567																																																																																								DQ508603		DQ508636														
Cestrum roseum																			DQ508678			DQ508575																																																																																								DQ508611		DQ508643														
Cestrum fulvescens																			DQ508663			DQ508560																																																																																								DQ508596		DQ508629														
Cestrum laxum																			DQ508668			DQ508565																																																																																								DQ508601		DQ508634														
Cestrum dasyanthum																			DQ508659			DQ508555																																																																																								DQ508591		DQ508625														
Cestrum guatemalense																			DQ508665			DQ508562																																																																																								DQ508598		DQ508631														
Cestrum thyrsoideum																			DQ508681			DQ508577																																																																																								DQ508613		DQ508646														
Cestrum virgaurea																			DQ508685			DQ508582																																																																																								DQ508618		DQ508650														
Cestrum mortonianum																			DQ508672			DQ508569																																																																																								DQ508605		DQ508638														
Cestrum oblongifolium																			DQ508674			DQ508571																																																																																								DQ508607		DQ508639														
Cestrum tuerckheimii																			DQ508683			DQ508580																																																																																								DQ508616		DQ508648														
Streptosolen jamesonii									JF966342																																																																														EU580948											AY741495														EU581064														
Sabaudiella aloysii																										AY100903																			AY100799																																																						AY101008													AY101117														
Convolvulus sagittatus																										AY100889																			AY100785																																																						AY100994													AY101103														
Dipteropeltis poranoides																										AY100926																			AY100823																																																						AY101034													AY101143														
Iochroma cardenasianum																			DQ314156																																																																				EU580893								DQ309466																	EU581000														
Larnax sylvarum																			AY665839																																																																				EU126022								AY665919																	AF212030														
Larnax sachapapa																			DQ314166																																																																					AF211344							DQ309476																			DQ301519												
Sessea stipulata																			DQ508653			DQ508549																																																																																								DQ508585		DQ508619														
Sessea vestita																			DQ508654			DQ508550																																																																																								DQ508586		DQ508620														
Hildebrandtia africana																										AY100902																			AY100798																																																						AY101007													AY101116														
Hildebrandtia promontorii																										AY100900																			AY100796																																																						AY101005													AY101114														
Calycobolus glaber																										AY100924																			AY100821																																																						AY101032													AY101141														
Calycobolus nutans																										AY100918																			AY100815																																																						AY101026													AY101135														
Cladostigma hildebrandtioides																										AY100904																			AY100800																																																						AY101009													AY101118														
Nicotiana umbratica	AB040015																		AJ492400																																FN568478																																																						DQ158186																					
Chamaesaracha sordida																			AY665861																																																																				EU580872								AY665938																	EU580979														
Tridynamia megalantha																										AY100945																			AY100842																																																						AY101054													AY101163														
Metaporana parvifolia																										AY100921																			AY100818																																																						AY101029													AY101138														
Breweria rotundifolia																										AY100908																			AY100805																																																						AY101014													AY101123														
Solanum robustum																			GQ478111																																																																												AY562966												AY555472					AY266259														
Solanum chippendalei	EU983562																		DQ364734																																																																												GQ163641																	GQ163493														
Solanum refractum																			AY996547																																																																												AY996460												AY998461					HQ457408														
Solanum felinum																			AY996509																																																																												AY996414												AY998413					AY266252														
Solanum vaillantii																			HQ457402																																																																												HQ457421												AY555479					HQ457412														
Solanum laxum	HM851101																																																																																						AF500836								AY875406				HM850364																											
Solanum tudununggae	EU983552																		DQ364719																																																																												GQ163703																	GQ163567														
Solanum circinatum	GQ982097																		AY523884																																																																																GQ981877				GQ982365																							
Solanum herculeum																			AF244734																																																																				AF224065								DQ169031																	DQ180466														
Solanum villosum																			GU323359																																																																				AF224066								DQ169053																	GU323356														
Solanum muricatum																																																																									EF200655														AF500846								AY875408																	DQ180469														
Solanum dioicum	JN098478																		JN098474																																																																												GQ163649																	GQ163501														
Solanum capense																			AY996490																																																																												AY996391												AY998390					DQ392958														
Solanum tomentosum																			AY996558																																																																												AY996473												AY998474					DQ392961														
Solanum spirale	JF956501																		JQ638804																																																																																JF944463				JN047229																							
Solanum hyporhodium																			AY263461																																																																												AY996427												AY998426					AY266255														
Solanum pectinatum																			AY996541																																																																												AY996453												AY998454					AY266230														
Solanum repandum																			AY263466																																																																												AY996461												AY998462					AY266234														
Solanum heinianum																			AY996515																																																																												AY996421												AY998420					GQ163515														
Solanum oedipus	EU983566																		GQ163611																																																																												GQ163684																	GQ163544														
Solanum stenandrum																			AY561273																																																																												AY562969												AY555475					AY559242														
Solanum stupefactum	EU983572																		DQ364757																																																																												GQ163700																	GQ163564														
Solanum stagnale																			GU591093																																																																												GU591144												AY555474					GU591043														
Solanum turneroides																			JN542600																																																																				AF500869								DQ169051																	DQ180439														
Solanum palinacanthum																			AY561268																																																																												AY562961												AY555467					AY266233														
Solanum capsicibaccatum																																			GU143649																									GU143617																																				GU143601											GU143633																			
Solanum kwebense																			AY996522																																																																												AY996430												AY998429					GQ163528														
Solanum aphyodendron	JQ589579																																																																																						AF500801								DQ169017																	DQ180423														
Solanum platense																			AY561269																																																																												AY562962												AY555468					AY559241														
Solanum myoxotrichum																			AY996534																																																																												AY996445												AY998446					DQ392960														
Solanum adscendens																			JN542582																																																																				AF500796								DQ169013																	JN661818														
Solanum acerifolium																			AY561261																																																																												AY562949												AY555454					AY266249														
Solanum hoplopetalum	EU983571																		DQ364752																																																																												GQ163663																	GQ163518														
Solanum cyaneopurpureum																			AY996503																																																																												HQ721979												AY998404					HQ721916														
Solanum crotonoides																			AY996502																																																																												AY996404												AY998403					GU591011														
Solanum lanceolatum																			AY996523																																																																												AY996432												AY998431					GU591023														
Solanum incarceratum																			AY561266																																																																												AY562955												AY555461					AY559239														
Solanum nitidum																			AF244740																																																																				AF224075								DQ169039																	DQ180451														
Solanum sessiliflorum																			AY263455																																																																												AY996467												AY998469					AY266261														
Solanum chenopodioides	JN545025																																																																																						JN545031												HM850361													GU169331														
Solanum arundo																			HQ721840																																																																												HQ721966												AY998382					HQ721903														
Solanum glabratum																			AY996514																																																																												AY996420												AY998419					DQ812106														
Solanum amotapense	EF439041											EU292982							AY523869																										AM233124																																																																																	
Solanum petraeum	EU983559																		DQ364724																																																																												GQ163689																	GQ163549														
Solanum appendiculatum																			AF244746																																																																				AF224062								DQ169018																	DQ180461														
Solanum violaceum																			JQ638811																																																																												HQ722017												AY998479					HQ721956														
Solanum spegazzinii																			AY875842	AF331063																																																								HE681658																																																EF620736		
Solanum scabrum	JN545028																																																																																						JN545034												JN545022													GU169330														
Solanum leopoldense	EU983560																		DQ364720																																																																												GQ163674																	GQ163532														
Solanum pancheri																			AY996538																																																																												AY996450												AY998451					DQ812109														
Solanum microphyllum																			AY996529																																																																												AY996441												AY998441					GU591026														
Solanum vestissimum																			AY263467																																																																												AY996477												AY998478					AY266247														
Solanum richardii																			JQ638813																																																																												AY996462												AY998464					EU176156														
Solanum carduiforme	EU983558																		DQ364713																																																																												GQ163639																	GQ163491														
Solanum retroflexum	JN545027																																																																																						JN545033												JN545021													AY348999														
Solanum myriacanthum																			AY561267																																																																												AY562960												AY555466					AY559240														
Solanum paniculatum																			AY996540																																																																												AY996452												AY998453					GU591032														
Solanum pugiunculiferum																			AY996545																																																																												AY996458												AY998459					GQ163552														
Solanum tenuispinum																			AY561274																																																																												AY996470												AY555477					AY266245														
Solanum stelligerum																			GQ163625																																																																												AY996469												AY998471					DQ855018														
Solanum heteropodium	EU983567																		DQ364732																																																																												GQ163662																	GQ163516														
Solanum incompletum																			AY996521																																																																												AY996429												AY998428					GQ163523														
Solanum agrarium																			AY561263																																																																												GU591107												AY555456					GU590996														
Solanum nemophilum																			AY996535																																																																												GQ163681												AY998447					GQ163540														
Solanum nummularium																			AY996537																																																																												AY996448												AY998449					GQ163543														
Solanum adhaerens																			GU799061																																																																												GU799070												AY998376					GU799081														
Solanum tripartitum																			AF244738																																																																				U72750								DQ169050																	DQ180458														
Solanum trilobatum	JX511982	JX856297																																																																																																	JX511994				JX511988																							
Solanum sucrense																							GU338339																																																																				AF288548				HM561805																													EF620719		
Solanum circaeifolium																			AY875768	AJ226017																																																																											AY875445																Y16689															
Solanum gourlayi																				AF331057																																																								HE681643																																			AF447422													EF620611		
Physalis ignota	JQ589235																		AY665897																																																																												AY665944				JQ594133																											
Physalis carpenteri																			AY665852																																																																				EU580926								AY665932																	EU581042														
Scopolia parviflora											AY478407																																																								AY762992																	AY478391								AY762993																																		
Hunzikeria texana																			AY560044																																																																AY538159				EU580886																									EU580993														
Cardiochlamys madagascariensis																										AY100943																			AY100840																																																						AY101052													AY101161														
Maripa paniculata																										AY100937																			AY100835																																																						AY101046													AY101155														
Jaltomata auriculata																																																		AF397081																																					EU580898								GU256358																	EU581006														
Grammosolen dixonii	AJ585876																																																																																						AY098721																				AJ585017					AY098691														
Operculina turpethum																										AY100883																			AY100779																																																						AY100988													AY101097														
Duboisia leichhardtii	AJ585872																																																																																						AY098719																				AJ585012					AY098689														
Polymeria pusilla																										AY100892																			AY100788																																																						AY100997													AY101106														
Ipomoea hederifolia	FJ795791													AB618109					AY538292																																													AB618110																																										AY986831																				
Capsicum flexuosum	EF537283																																																																																						DQ667537								EF537151								EF537231									DQ077643														
Capsicum tovarii	EF537273																																																	AF397097																																													AF397118								EF537214									AY348965														
Astripomoea grantii																										AY100862																			AY100755																																												AY596743										AY100964													AY101073														
Argyreia splendens																			AF309151							AY100871																			AY100767																																																						AY100976													AY101085														
Anthocercis littorea	AJ585860																																																																																						AY098708											AY741502									AJ585000					AY098675														
Anthocercis angustifolia	AJ585857																																												AM233282																																										AY098704																				AJ584997					AY098671														
Quincula lobata									JF966335										AY665863																																																																				EU580936								AY665935																	EU581051														
Brunfelsia pauciflora									JF966310										JQ081213																														L49274																																						JQ081162																									JQ081108														
Fabiana imbricata	EF438938																																												AM233346																																										EU580881														AY860847											EU580992														
Lycium tetrandrum											AY028163																																AY028145																																																				DQ124544															DQ124486		DQ124609														
Lycium morongii	AB036641																		DQ124629																																																																												DQ124531															DQ124470		AB036612														
Lycium ameghinoi	AB036626																		DQ124618																																																																												DQ124501															DQ124437		AB036597														
Lycium leiospermum																			FJ439759																				FJ444913																							FJ444888																																	EF137779																	FJ439767														
Lycium athium																			FJ439757																				FJ444900																							FJ444879																																	EF137756																	FJ439766														
Merremia umbellata																										AY100884																			AY100780																																																						AY100989													AY101098													EU189081	
Merremia aegyptia	JQ587306																									AY100875																			AY100771																																																						AY100980													AY101089														
Cuscuta rostrata							EU330231			EU330243									EF194642																																																																																EU330263													EF194428														
Cuscuta chinensis																			JF708205																																																							AY558830							AY558846																		AY558862													EF194369														
Cuscuta epithymum																			AY554400																																																							AY558834							AY558850																		AY558866													AJ430071														
Cuscuta palaestina																			DQ924617																																																							AY558840								AY558856																	AY558872													AJ457123														
Cuscuta australis																			AY554398																																																							AY558828							AY558844																		AY558860													EF194458														
Cuscuta planiflora																			AY558822																																																							AY558842								AY558858																	AY558874													EF152072														
Cuscuta subinclusa																			EU883487																																																																																EU883472									EU883520				EU883438					AJ278625									
Cuscuta glomerata										EU330245									EF194644																																																																																EU330265									AF148275				EF194431														
Calystegia soldanella	JN894768																		JQ062474																											JQ062456																													AB563485																								JN893185																											
Dunalia solanacea																			DQ314174																																																																				EU580877								DQ309484																	EU580988		DQ301529												
Turbina corymbosa																			AF309161							AY100864																			AY100757																																																						AY100967													AY101076														
Turbina oblongata																			AF309146																										AY100763																																																						AY100972													AY101081													EU189075	
Nolana tarapacana																																																												EU742430																											EU742362								EU051901	EU742566							EU742498																							
Nolana gracillima																		FJ914139																																										FJ914205																											FJ914026									FJ914059							FJ914088																							
Nolana pallidula																		FJ914099																																										FJ914186																											FJ914003									FJ914047							FJ914069																							
Nolana revoluta																		FJ914100																																										FJ914187																											FJ914004									FJ914041							FJ914070																							
Nolana willeana																		FJ914105																																										FJ914189																											FJ914006									FJ914043							FJ914072																							
Nolana tovariana																		FJ914101																																										FJ914192																											FJ914011									FJ914042							FJ914071																							
Lycianthes glandulosa									JF966327																																									AF397089																																					DQ667560								AF397114																	EU581017														
Lycianthes dejecta	EF438843											EU292964																									FJ687528								AM233338																																										DQ667554																																							
Bouchetia erecta									JF966304										AY560041																																																																AY538158				EU580863																									EU580962														
Hewittia sublobata	FJ795796																									AY100877																			AY100773																																																						AY100982													AY101091														
Cyphanthera microphylla	AJ585873																																																				FN561678																																		AY098717																				AJ585013					AY098685														
Cyphanthera anthocercidea	AJ585869								JF966313																																																																														AY098716																				AJ585009					AY098684														
Vassobia dichotoma																			DQ314191																																																																				EU126017								DQ309498																	EU581067		DQ301546												
Symonanthus aromaticus	AJ585878																																																		FN568486																																				AY098723																				AJ585019					AY098693														
Cestrum megalophyllum	JQ589227																																																																																						EU126005												JQ594561				GQ982180									EU580973														
Cestrum tomentosum																			DQ508682			DQ508579																																																																	EU126009																							DQ508615		DQ508647														
Cestrum macrophyllum	HM446667																																																																																						EU580870												HM446771				HM446901									EU580972														
Dicranostyles mildbraediana																										AY100934																			AY100832																																	AY596730																					AY101043													AY101152														
Acnistus arborescens																			DQ314181																																																																				EU580855								DQ309493																	EU580954		DQ301528												
Saracha punctata																			DQ314182																																																																				EU580938								DQ309492																	AF212021		DQ301537												
Iochroma umbellatum																			DQ314169																																																																				EU580895								DQ309479																	EU581002		DQ301522												
Iochroma loxense																			DQ314175						EU382086																																																																						DQ309485																			DQ301530							EU382087					
Solandra grandiflora									JF966340																																																																														U08930												U08620										AF347657			EU581063														
Nicotiana rosulata	AJ585885																		AJ492405																																																																				AJ585946																				AJ585026					AJ577452														
