taxon	trnS	trnH-psbA-intergenic-spacer	trnL	ndhJ	atp1	rps2	rbcL	matR	unknown	18S-ribosomal-RNA	RPC1	DRF	putative-CBF/DREB-transcription-factor	RPB2I	trnS-trnG-intergenic-spacer	rpL16	rpoB	contains-PsbA-(psbA),-psbA-trnH-intergenic-spacer-and-tRNA-His-(trnH)	matK	waxy	putative-UBC35/UBC13A	putative-Lhcb3	atpB-rbcL-intergenic-spacer	rbcL.1	rpoC1	RBP2I	RPB2	RPB2D	RPB2D.1	trnL-trnF-intergenic-spacer	RPC1.1	RPB2I.1	rpoB.1	28S-ribosomal-RNA	putative-uroporphyrinogen-decarboxylase	putative-eukaryotic-translation-initiation-factor-SUI1	unknown.1	unknown.2	COX3	phyA	trnT	putative-cytosolic-glutathione-reductase	trnS-trnG-intergenic-spacer.1	nad1	28S-ribosomal-RNA.1	trnT-trnL-intergenic-spacer	26S-ribosomal-RNA	RPB2I.2	RPB2I.3	RPB2I.4	ndhF	atpB	
Rhododendron lanatum			EU087395																EU087332																																		
Rhododendron strigillosum			EU087399																EU087336																																		
Rhododendron dayaoshanense			AF452187																																			AF393437															
Rhododendron taliense			EU087415																EU087352																																		
Rhododendron osuzuyamense			AB038810																											AB038860																							
Rhododendron nudipes			AB038818																											AB038868																							
Rhododendron galactinum			EU087373																EU087310																																		
Rhododendron tsariense			EU087396																EU087333																																		
Rhododendron feddei			AF452191																																			AF393428															
Rhododendron arborescens																																						X96813	AB300715														
Rhododendron beanianum			EU087401																EU087338																																		
Rhododendron semnoides			EU087375																EU087312																																		
Rhododendron goodenoughii		AY842228																																												AY842195							
Rhododendron adenosum			EU087389																EU087326																																		
Rhododendron hunanense		HQ706979																																				HQ707055															
Rhododendron barbatum			EU087367																EU087304																																		
Rhododendron succothii			EU087368																EU087305																																		
Rhododendron tutcherae			AF452199																																			AF393436															
Rhododendron mallotum			EU087406																EU087343																																		
Rhododendron viscosum																																						AF072492	AB300714														
Rhododendron tsurugisanense			AB038821																											AB038871																							
Rhododendron griersonianum			EU087388																EU087325																																		
Rhododendron cinnabarinum							JF943865																															JF978226															
Rhododendron hookeri			EU087421																EU087358																																		
Rhododendron cavaleriei			AF452186																																			AF393425															
Rhododendron maius		AY842234																																												AY842187							
Rhododendron obtusum		HQ707006					HQ706923																																														
Rhododendron dichroanthum			EU087403																EU087340																																		
Rhododendron insigne			EU087425																EU087301																																		
Rhododendron chilanshanense			AB038825																											AB038875																							
Rhododendron mengtszense			EU087394																EU087331																																		
Rhododendron eudoxum			EU087404																EU087341																																		
Rhododendron spondylophyllum		AY842239																																												AY842211							
Rhododendron lanigerum			EU087362																EU087298																																		
Rhododendron acuminatum		AY196035																																												AY196072							
Rhododendron hyugaense			AB038813																											AB038863																							
Rhododendron polyanthemum		AY842230																																												AY842189							
Rhododendron pudorosum			EU087387																EU087324																																		
Rhododendron fulgens			EU087377																EU087314																																		
Rhododendron taxifolium		AY842227																																												AY842207							
Rhododendron amagianum			AB038805																											AB038855																							
Rhododendron calostrotum							JF943852												JF955921																																		
Dracophyllum strictum							GQ392925												GQ392977																																		
Dracophyllum balansae							GQ392898												GQ392950																																		
Dracophyllum ouaiemense							GQ392915												GQ392967																																		
Dracophyllum menziesii							GQ392910												GQ392962																																		
Dracophyllum ramosum							GQ392919												GQ392971																																		
Dracophyllum rosmarinifolium							GQ392920												GQ392972																																		
Dracophyllum minimum							GQ392912												GQ392964																																		
Dracophyllum secundum							GQ392924												GQ392976																																		
Dracophyllum ophioliticum							GQ392916												GQ392968																																		
Dracophyllum mackeeanum							GQ392908												GQ392960																																		
Dracophyllum filifolium							GQ392901												GQ392953																																		
Dracophyllum verticillatum							GQ392930												GQ392982																																		
Dracophyllum latifolium							GQ392906												GQ392958																																		
Dracophyllum trimorphum							GQ392929												GQ392981																																		
Dracophyllum macranthum							GQ392909												GQ392961																																		
Dracophyllum fiordense							GQ392902												GQ392954																																		
Dracophyllum alticola							GQ392896												GQ392948																																		
Dracophyllum fitzgeraldii							GQ392903												GQ392955																																		
Dracophyllum involucratum							GQ392904												GQ392956																																		
Dracophyllum sayeri							GQ392921												GQ392973																																		
Dracophyllum milliganii							GQ392911												GQ392963																																		
Dracophyllum cosmelioides							GQ392899												GQ392951																																		
Dracophyllum muscoides							GQ392913												GQ392965																																		
Dracophyllum townsonii							GQ392927												GQ392979																																		
Dracophyllum oceanicum							GQ392914												GQ392966																																		
Dracophyllum densum							GQ392900												GQ392952																																		
Dracophyllum traversii							GQ392928												GQ392980																																		
Dracophyllum thiebautii							GQ392926												GQ392978																																		
Dracophyllum pronum							GQ392918												GQ392970																																		
Brachyloma saxicola																			JQ667118					JQ667283																													
Brachyloma mogin																			JQ667117					JQ667282																													
Brachyloma ciliatum																			JQ667112					JQ667277																													
Cavendishia micayensis																			AF382748																			AF382659															
Paphia meiniana																			U89748																			AF382652															
Trochocarpa cunninghamii																			JQ667212					JQ667479																													
Trochocarpa thymifolia																			JQ667216					JQ667486																													
Disterigma appendiculatum																																						FJ001673													FJ001712		
Disterigma empetrifolium																																						FJ001680													FJ001719		
Disterigma hiatum																																						FJ001681													FJ001720		
Disterigma pentandrum																																						FJ001693													FJ001733		
Disterigma chocoanum																																						FJ001696													FJ001737		
Disterigma dumontii																																						FJ001679													FJ001718		
Disterigma cryptocalyx																																						FJ001678													FJ001717		
Disterigma staphelioides																																						FJ001698													FJ001739		
Disterigma campii																																						FJ001676													FJ001715		
Disterigma acuminatum																																						FJ001670													FJ001708		
Disterigma ulei																																						FJ001701													FJ001742		
Disterigma leucanthum																																						FJ001686													FJ001725		
Disterigma verruculatum																																						FJ001703													FJ001744		
Disterigma pseudokillipiella																																						FJ001694													FJ001735		
Disterigma utleyorum																																						FJ001702													FJ001743		
Disterigma stereophyllum																																						FJ001699													FJ001740		
Disterigma humboldtii																																						FJ001691													FJ001722		
Disterigma bracteatum																																						FJ001675													FJ001714		
Disterigma codonanthum																																						FJ001677													FJ001716		
Disterigma micranthum																																						FJ001688													FJ001727		
Disterigma luteynii																																						FJ001687													FJ001726		
Disterigma balslevii																																						FJ001674													FJ001713		
Disterigma ollacheum																																						FJ001697													FJ001738		
Disterigma noyesiae																																						FJ001690													FJ001729		
Disterigma agathosmoides																																						FJ001671													FJ001710		
Arctostaphylos rudis																																		AF106809				GQ280981															
Arctostaphylos catalinae																																					AF297787	GQ280917															
Arctostaphylos imbricata																																					AF297758	GQ280935															
Arctostaphylos hispidula																																					AF297752	GQ280930															
Arctostaphylos myrtifolia																																					AF297760	GQ280956															
Arctostaphylos pajaroensis																																					AF297772	GQ280965															
Arctostaphylos hooveri																																					AF297773	GQ280934															
Arctostaphylos canescens																																		AF106813				AF297781															
Arctostaphylos cruzensis																																					AF297788	GQ280920															
Arctostaphylos pallida																																					AF297771	GQ280966															
Arctostaphylos viscida																																		AF106812				AF297783															
Arctostaphylos silvicola																																					AF297768	GQ280983															
Arctostaphylos obispoensis																																					AF297764	GQ280960															
Arctostaphylos mewukka																																					AF297759	GQ280952															
Arctostaphylos densiflora																																					AF297753	GQ280921															
Arctostaphylos purissima																																					AF297769	GQ280977															
Arctostaphylos montereyensis																																					AF297770	GQ280954															
Arctostaphylos auriculata																																					AF297779	GQ280911															
Arctostaphylos pilosula																																					AF297766	GQ280970															
Arctostaphylos morroensis																																					AF297763	GQ280955															
Arctostaphylos stanfordiana																																		AF106810				AF297751															
Arctostaphylos hookeri																																		AF091977				AF091951															
Richea milliganii							GQ392935												GQ392987																																		
Richea procera							GQ392937												GQ392989																																		
Richea sprengelioides							GQ392939												GQ392991																																		
Richea alpina							GQ392932												GQ392984																																		
Richea victoriana							GQ392940												GQ392992																																		
Richea scoparia							GQ392938												GQ392990																																		
Richea acerosa							GQ392931												GQ392983																																		
Richea gunnii							GQ392934												GQ392986																																		
Richea continentis							GQ392933												GQ392985																																		
Sphenotoma drummondii							GQ392943												GQ392995																																		
Sphenotoma capitata							GQ392941												GQ392993																																		
Sphenotoma gracilis							GQ392944												GQ392996																																		
Comarostaphylis diversifolia																																						AF091947							AF091971								
Comarostaphylis discolor																																						AF091943							AF091970								
Montitega dealbata																			AY372615				AY372559																														
Ceratostema lanceolatum																			AF382749																			AF382660															
Ceratostema megabracteatum																			AF382750																			AF382661															
Gonocalyx megabracteolatus																			AF382767																			AF382682															
Gonocalyx costaricensis																			AF382764																			AF382678															
Agapetes serpens																			U89754																			AF382653															
Leptecophylla tameiameiae																			AY372626				AY372569																														
Leptecophylla abietina																			AY372618				AY372561																														
Leptecophylla robusta																							AY372568															EF635442															
Leptecophylla pendulosa																			AY372625				AY372567																														
Leptecophylla divaricata																			AY372619				AY372562																														
Xylococcus bicolor																																		AF091973				AF091948															
Demosthenesia mandonii																			AF382751																			AF382664															
Demosthenesia spectabilis																			AF382753																			AF382665															
Planocarpa petiolaris																			AY372664				AY372594																														
Planocarpa nitida																			AY372663				AY372593																														
Acrothamnus montanus																							AY372576	JQ667224																													
Pentachondra ericifolia																			AY005100				AY005086																														
Pentachondra dehiscens																			AY005109				AY005093																														
Pentachondra involucrata																			AY005101				AY005087																														
Diogenesia boliviana																			AF382760																			AF382673															
Diogenesia alstoniana																			AF382759																			AF382672															
Dielsiodoxa tamariscina																			AY372662				AY372586																														
Bejaria sprucei																			DQ002353																																DQ002369		
Androstoma empetrifolia																			AY372597				AY372540																														
Conostephium preissii																			JF437592				AY372557																														
Conostephium pendulum																			AY372613				JF437583																														
Styphelia longistylis																							AY636046	JQ667473																													
Styphelia longifolia																			JQ667205					JQ667472																													
Styphelia tameiameiae																																		GU256433				GU011991															
Styphelia enervia																			JQ667203				AY636045																														
Styphelia exserta																			AY372667				AY372588																														
Styphelia adscendens																			JQ667201					JQ667468																													
Budawangia gnidioides							AF156095																AF155852																														
Vaccinium emarginatum																			AB623166																			AF432428															
Vaccinium boninense																			AB623168																			AB623184															
Vaccinium consanguineum																			AF382798																			AF382717															
Vaccinium arboreum					EU280953																																	AY274569															
Vaccinium leptospermoides																			AF382809																			AF382729															
Vaccinium nummularia																			AF382811																			AF382733															
Vaccinium floribundum																			AF382804																			AF382724															
Vaccinium horizontale																			AF382808																			AF382728															
Vaccinium wrightii																			AB623178																			AB623192															
Vaccinium myrsinites							AF419835																															AY274572															
Vaccinium ovatum																																		AF091965				AY274568															
Vaccinium pallidum			AF271698																																			AF273710															
Vaccinium sieboldii																			AB623175																			AB623190															
Vaccinium yakushimense																			AB623167																			AB623183															
Vaccinium ciliatum																			AB623172																			AB623188															
Vaccinium lanceifolium																			AF382815																			AF382738															
Astroloma macrocalyx																			AY372603				AY372547																														
Astroloma microdonta																			JQ667097					JQ667256																													
Astroloma glaucescens																			JQ667094					JQ667253																													
Astroloma serratifolium																			JQ667101					JQ667264																													
Astroloma stomarrhena																							AY372550															JF437569															
Daboecia azorica							HM849944												HM850859																																		
Anthopterus racemosus																			AF382745																			AF382655															
Cyathodes platystoma																			AY372616				AY372560																														
Cyathodes straminea																			AY372617				AF208752																														
Monotropsis odorata																																		AF351923				AF352001															
Pyrola faurieana			FJ378595																																			FJ378575					FJ378623										
Sprengelia incarnata							GQ392945												GQ392997				AF155841																														
Chimaphila monticola			FJ357284																				FJ357270																				FJ357253										
Rupicola sprengelioides							U80427												AF015643				AF155851																														
Hemitomes congestum										HQ448762																								AF351921				AF351999															
Archeria comberi							U79741												AF015632				AF155840																														
Lyonia ovalifolia							AF124580												U61305					AB729087																													
Sphyrospermum boekei																			AF382785																			AF382701													FJ001746		
Dimorphanthera kempteriana																			AF382755																			AF382668													AF419724		
Dimorphanthera megacalyx																			AF382757																			AF382670													AF419725		
Croninia kingiana																			AY372614				AF208750															JF437568															
Epigaea asiatica															HM182048																							HM182013													HM182027		
Acrotriche affinis																			JQ667084				AY372541	JQ667232																													
Acrotriche divaricata							U80432												AY005094				AF155855																														
Acrotriche parviflora		JQ310788																	JQ305826					JQ305850																													
Cassiope abbreviata															HM182086					HM182050																		HM182070															
Cassiope wardii															HM182097					HM182061																		HM182081															
Cassiope ericoides															HM182088					HM182052																		HM182072															
Cassiope palpebrata															HM182093					HM182057																		HM182077															
Cassiope nana															HM182092					HM182056																		HM182076															
Cassiope myosuroides															HM182091					HM182055																		HM182075															
Pityopus californicus										HQ448764																								AF351914				AF351994															
Agiortia pleiosperma																			JQ667155				AY372578	JQ667367																													
Agiortia pedicellata																			AY372649				AY372577	JQ667363																													
Lysinema ciliatum							U80424												AF015639				AF155848																														
Monotoca rotundifolia																			AY372661				AY372585	JQ667452																													
Monotoca empetrifolia																			GU732295				GU121405	JQ305877																													
Monotoca elliptica																			AY005099				AY005085	JQ667448																													
Leucopogon cordatus																			AY372633				AF208760	JQ667307																													
Leucopogon pogonocalyx																			AY372653				AF208787	JQ667371																													
Leucopogon corynocarpus																			JQ667133				AF208762	JQ667310																													
Leucopogon ovalifolius																			JQ667151				AF208781	JQ667358																													
Leucopogon pendulus																			JQ667153				AF208784	JQ667365																													
Leucopogon virgatus		JQ310806																	JQ667186					JQ667428																													
Leucopogon crassifolius																			AY372634				AF208764	JQ667312																													
Leucopogon propinquus																			AY372654				AF208788	JQ667372																													
Leucopogon oxycedrus																			JQ667152				AF208782	JQ667360																													
Leucopogon plumuliflorus																			AY372651				AF208785	JQ667369																													
Leucopogon pluriloculatus																			AY372652				AF208786	JQ667370																													
Leucopogon crassiflorus																			JQ667134				AF208763	JQ667311																													
Leucopogon elegans		JQ310801																					JQ257003	JQ305864																													
Leucopogon cuneifolius																			AY372635				AF208765															JF437573															
Leucopogon margarodes																			JQ667147				AY372574	JQ667350																													
Leucopogon juniperinus																			JQ667145				AF208775	JQ667343																													
Leucopogon cordifolius																			JQ667132				AF208761	JQ667309																													
Leucopogon strictus																			JQ667184				AF208791	JQ667424																													
Leucopogon lanceolatus																			AY372642				AF208776	JQ667345																													
Leucopogon ericoides																			AY372637				AF208768	JQ667318																													
Leucopogon gibbosus							U79739																AF155863	JQ667334																													
Leucopogon assimilis																			JQ667126				AF208757	JQ667297																													
Leucopogon cymbiformis																			AY372636				AF208766	JQ667314																													
Leucopogon blepharolepis																			AY372631				AY372571	JQ667300																													
Erica cetrata																			AY517906				AY520759															HQ858969															
Erica imbricata																			AY517914				AY520768															HQ859093															
Erica strigilifolia																									JF728305								JF728337					HQ859287															
Erica patersonii																									JF728314								JF728346					HQ859183															
Erica rigidula																			AY517927				AY520783															HQ859246															
Erica terminalis																			AY517921				AY520777															AY520805															
Erica curviflora																									JF728316								JF728348					HQ858996															
Erica manipuliflora																			AY517916				AY520770															AY520798															
Erica erigena																			AY517912				AY520766															AY520794															
Erica muscosa																			AY517926				AY520782															HQ859153															
Erica tristis																			AY517924				AY520780															HQ859310															
Erica mammosa																									JF728335								JF728367					HQ859140															
Erica paniculata																			AY517919				AY520773															AY520801															
Erica xanthina																			AY517923				AY520779															AY520808															
Erica oakesiorum																			AY517918				AY520772															AY520800															
Erica embothriifolia																			AY517911				AY520765															AY520793															
Erica cruenta																									JF728312								JF728344					HQ858991															
Erica vestita																									JF728307								JF728339					HQ859327															
Erica axillaris																			AY517925				AY520781															HQ858930															
Erica multiflora																			AY517917				AY520771															AY520799															
Erica sessiliflora																									JF728327								JF728359					HQ859265															
Erica urceolata																			AY517928				AY520784															HQ859315															
Erica hispidula																			AY517913				AY520767															HQ859085															
Erica jonasiana																			AY517915				AY520769															AY520797															
Monotropastrum humile							JQ933412																											AF351927				FJ196290															
Rhododendron simiarum		HQ707021					HQ706936																															HQ707071															
Rhododendron telmateium							JF944073												JF956118																			JF978424															
Rhododendron bainbridgeanum							JF943844												JF955912																			JF978208															
Rhododendron redowskianum			AF394257																AF454861																			AF393418															
Rhododendron lacteum							JF943937												JF956000																			JF978296															
Rhododendron rivulare		HQ707016					HQ706933																															HQ707069															
Rhododendron leptanthum		AY842238																																				AY877275								AY842186							
Rhododendron pneumonanthum		AY196040																																				AY877282								AY196077							
Rhododendron microphyton							JF943966												JF956026																			JF978329															
Rhododendron traillianum							JF944077												JF956122																			JF978429															
Rhododendron glanduliferum		HQ706976					HQ706908																															HQ707051															
Rhododendron dimitrum			DQ999958												DQ989000																							EF035050															
Rhododendron zhangjiajieense		HQ707041					HQ706944																															HQ707075															
Rhododendron haematodes							JF943918												JF955981																			JF978280															
Rhododendron pentaphyllum			AB038840																AB012738											AB038890																							
Rhododendron heliolepis							JF943923												JF955987																			JF978284															
Rhododendron pachyphyllum		HQ707010					HQ706927																															HQ707064															
Rhododendron rhuyuenense		HQ707014					HQ706932																															HQ707068															
Rhododendron hypoblematosum		HQ706981					HQ706912																															HQ707056															
Rhododendron sinonuttallii							JF944054												JF956103																			JF978408															
Rhododendron sphaeroblastum							JF944056												JF956104																			JF978410															
Rhododendron strigosum		HQ707027					HQ706928																															HQ707072															
Rhododendron longistylum		JX989277					JX989288												JX989283																																		
Rhododendron stewartianum							JF944065												JF956114																			JF978419															
Rhododendron kiangsiense		HQ706991					HQ706916																															HQ707059															
Rhododendron nyingchiense							JF943988												JF956044																			JF978346															
Rhododendron uvariifolium							JF944092												JF956135																			JF978442															
Rhododendron wallichii							JF944100												JF956144																			JF978451															
Rhododendron araiophyllum							JF943834												JF955903																			JF978198															
Rhododendron praetervisum																											GU549730	GU382701	GU549811																								
Rhododendron fragariiflorum							JF943905												JF955972																			JF978265															
Rhododendron lepidotum							JF943942												JF956008																			JF978305															
Rhododendron arizelum							JF943842												JF955911																			JF978206															
Rhododendron nivale							JF943986												JF956037																			JF978344															
Rhododendron trichostomum							JF944086												JF956131																			JF978437															
Rhododendron oreotrephes							JF943994												JF956049																			JF978351															
Rhododendron zaleucum							JF944115												JF956155																			JF978465															
Rhododendron cyanocarpum			HM636522												DQ988997																							HM636518															
Rhododendron tapetiforme							JF944070												JF956116																			JF978421															
Rhododendron keleticum							JF943933												JF955996																			JF978295															
Rhododendron tephropeplum		JX989278					JX989289												JX989284																																		
Rhododendron cephalanthum							JF943862												JF955930																			JF978224															
Rhododendron saxifragoides		AY196022																																				AY877299								AY196059							
Rhododendron jingangshanicum		HQ706989					HQ706914																															AY962557															
Rhododendron argyrophyllum			EU087365																EU087302																			X97416															
Rhododendron yunnanense							JF944114												JF956153																			JF978464															
Rhododendron aperantum							JF943832												JF955900																			JF978195															
Rhododendron hanceanum		JX989276					JX989287												JX989282																																		
Rhododendron monanthum							JF943969												JF956029																			JF978332															
Rhododendron atlanticum			AY496924																AY494183																			AF072479															
Rhododendron complexum							JF943868												JF955937																			JF978231															
Rhododendron hongkongense			AF394260																U61338																			X97423															
Dracophyllum acerosum							GQ392895												GQ392947																			AY649407															
Dracophyllum scoparium							GQ392923												GQ392975																			EU886837															
Dracophyllum patens							GQ392917												GQ392969																			AY649412															
Dracophyllum kirkii							GQ392905												GQ392957																			AY649410															
Dracophyllum arboreum							GQ392897												GQ392949																			AY649409															
Brachyloma scortechinii																			AY372611				AF208749	JQ667284																													
Brachyloma ericoides																			JQ667116				JF437582	JQ667281																													
Brachyloma delbi																			JQ667114				JX993990	JQ667279																													
Paphia stenantha																			AF382744																			AF382654													AF419721		
Trochocarpa laurina																			AY005106				AY005092	JQ305883																													
Disterigma pallidum																			AF382761																			AF382674													FJ001732		
Arctostaphylos mendocinoensis																																		AF106803			AF297750	GQ280951															
Arctostaphylos patula																																		AF106807			AF297754	GQ280967															
Arctostaphylos nummularia																																		AF091974			AF297755	AF091949															
Arctostaphylos glauca																																		AF106805			AF297778	GQ280928															
Arctostaphylos columbiana																																					AF297765	GQ280918		JQ248015													
Arctostaphylos andersonii																																		AF091976			AF297780	GQ280910															
Arctostaphylos nissenana																																		AF106804			AF297782	GQ280958															
Richea pandanifolia							GQ392936												AF539986				AF155844																														
Phyllodoce deflexa							HM182035								HM182043																							HM182010															
Agarista salicifolia			JF804885				AF124588												U61313																																		
Ledothamnus sessiliflorus							GU176640								GU176683																							GU176624															
Andersonia sprengelioides							U79742												AF015631				AF155843																														
Agapetes hosseana																			U89752																			AF382651													AF419720		
Notopora schomburgkii																			AF382768																			AF382683													AF419728		
Acrothamnus colensoi							L12610																AY372573	JQ667217																													
Acrothamnus suaveolens																			AY372668				AY971373	JQ667230																													
Acrothamnus spathaceus																			JQ667082				AY372580	JQ667227																													
Harrimanella stelleriana															HM182085					HM182063																		HM182082															
Epacris lanuginosa							U80426																AF155850											DQ065767																			
Epacris impressa										AF419803									AF015636				AF155849																														
Menziesia lasiophylla																			EU855882																			X97429													EU855938		
Siphonandra elliptica																			AF382784																			AF382700													AF419732		
Bejaria mathewsii																			DQ002350	DQ000593																															DQ002366		
Bejaria imthurnii																			DQ002347	DQ000590																															DQ002363		
Bejaria infundibula																			DQ002348	DQ000591																															DQ002364		
Bejaria subsessilis																			DQ002354	DQ000596																															DQ002370		
Bejaria ledifolia																			DQ002349	DQ000592																															DQ002365		
Bejaria zamorae																			DQ002355	DQ000597																															DQ002371		
Androstoma verticillata																			AY372645				AY372575	JQ667355																													
Lissanthe rubicunda		JQ310808																	JQ305842					JQ305873																													
Lissanthe sapida																			AY372657				AF208793	JQ667431																													
Lissanthe strigosa																			AY372658				AF208794	JQ667434																													
Corema album																			HM850857					HM849914														AF519554															
Oligarrhena micrantha							U80423												AF539985				AF155854																														
Needhamiella pumilio							U80422												AF539984				AF155853																														
Styphelia pancheri																			JQ667206				AY636047	JQ667474																													
Styphelia cymbulae																			JQ667202				AY636044	JQ667469																													
Styphelia viridis							U81798												AY005105				AF155865																														
Vaccinium fragile																			AF382805																			AF382725													AF419749		
Vaccinium gaultheriifolium																			AF382806																			AF382726													AF419750		
Vaccinium erythrocarpum																			AF419708																			AF419779													AF419746		
Vaccinium filiforme																			AF382802																			AF382722													AF419747		
Vaccinium scoparium																			AF419716																			AF419787													AF419766		
Vaccinium dentatum																			AF382801																			AF382721													AF419745		
Vaccinium caudatifolium																			AF382797																			AF382715													AF419737		
Vaccinium crenatum																			U89761																			AF382719													AF419742		
Vaccinium praestans																			AF419714																			AF419785													AF419763		
Vaccinium hirsutum																			AF419709																			AF419780													AF419751		
Vaccinium smallii																			AF382816																			AF382739													AF419767		
Vaccinium oldhamii																			AB623173																			AB623189													AF419758		
Vaccinium membranaceum																			AF419711																			AF419782													AF419755		
Vaccinium deliciosum																			AF419707																			AF419791													AF419744		
Vaccinium summifaucis																			AF382817																			AF382740													AF419768		
Vaccinium arctostaphylos																			AF419702																			AF419774													AF419734		
Vaccinium parvifolium																			AF382813																			AF382735													AF419761		
Vaccinium padifolium																			AF382812																			AF382734													AF419760		
Vaccinium cereum																			AF419705																			AF419777													AF419739		
Vaccinium cercidifolium																			U89753																			AF382716													AF419738		
Vaccinium bracteatum							HQ427149												AB623177											AB178623																							
Vaccinium yatabei																			AF419718																			AF419789													AF419772		
Vaccinium retusum																			AF419715																			AF419786													AF419765		
Vaccinium hirtum																			AB623169																			AF382727													AF419752		
Vaccinium finisterrae																			AF382803																			AF382723													AF419748		
Vaccinium crassifolium																			AF382799																			AF382718													AF419741		
Vaccinium calycinum																			AF419704																			AF419776													AF419736		
Astroloma tectum																			AY372606				AY372551															JF437576															
Astroloma pallidum																			AY372604				AY372548	JQ667259																													
Astroloma baxteri																			JQ667088				AY372543	JQ667245																													
Astroloma conostephioides																			JQ667092				AY372544	JQ667250																													
Astroloma epacridis																			AY372601				AY372546	JQ667251																													
Gaultheria tetramera																			JF953857					JF941726														JF976445															
Gaultheria forrestii																			FJ010607																			FJ010589													FJ008961		
Plutarchia ecuadorensis																			AF382773																			AF382688													AF419729		
Coleanthera myrtoides																			AY372612				AY372556															JF437574															
Cyathodes glauca							U80434												AY005095				AF155858																														
Pyrola incarnata			FJ378618																				FJ378540															FJ378590					FJ378643										
Pyrola elegantula			FJ378606																				FJ378547															FJ378585					FJ378633										
Pyrola nephrophylla			FJ378621																				FJ378563															FJ378594					FJ378647										
Pyrola decorata			FJ378601																				FJ378542															FJ378580					FJ378628										
Pyrola renifolia			FJ378598																				FJ378539															FJ378577					FJ378626										
Pyrola morrisonensis			FJ378605																				FJ378546															FJ378584					FJ378632										
Pyrola atropurpurea			FJ378600																				FJ378541															FJ378579					FJ378627										
Pyrola dentata			FJ378612																				FJ378553															FJ378587					FJ378638										
Pyrola forrestiana			FJ378602																				FJ378543															FJ378581					FJ378629										
Pyrola japonica			FJ378617																				FJ378558															AB629060					FJ378646										
Pyrola alpina			FJ378620																				FJ378561															FJ378592					FJ378645										
Pyrola angustifolia			FJ378596																				FJ378537															AF133738					FJ378624										
Pyrola calliantha			FJ378603																				FJ378544															FJ378582					FJ378630										
Pyrola rugosa			FJ378597																				FJ378538															FJ378576					FJ378625										
Pyrola asarifolia			FJ378611																				FJ378552															AF133736					FJ378637										
Pyrola tschanbaischanica			FJ378604																				FJ378545															FJ378583					FJ378631										
Pyrola media			FJ378607																				FJ378548															FJ378586					FJ378634										
Sarcodes sanguinea						AF351940				U59945																								AF351933				AF352010															
Themistoclesia costaricensis																			AF382788																			AF382706			AY331852										AY331961		
Themistoclesia epiphytica																			AF382789																			AF382707			AY331853										AY331962		
Chimaphila japonica			FJ357280																				FJ357267															FJ378566					FJ357250										
Satyria meiantha																			AF382781																			AF382696			AY331840										AY331950		
Satyria allenii																			AF382777																			AF382692			AY331835										AY331945		
Satyria polyantha																			AY331908																			AY331881			AY331842										AY331952		
Satyria boliviana																			AF382778																			AF382693			AY331836										AY331946		
Satyria panurensis																			AF382782																			AF382697			AY331841										AY331951		
Satyria leucostoma																			AF382780																			AF382695			AY331839										AY331949		
Satyria cerander																			AY331907																			AY331880			AY331837										AY331947		
Satyria vargasii																			AY331910																			AY331883			AY331844										AY331954		
Satyria ventricosa																			AY331911																			AY331884			AY331845										AY331955		
Satyria grandifolia																			AF382779																			AF382694			AY331838										AY331948		
Gaylussacia dumosa			AF271708																AF382763																			FJ985199													AF419726		
Pieris cubensis		EU547717	EU547711																EU547697																			EU547688															
Elliottia racemosa							L12615								GU176692				GU176672																			U48582															
Elliottia pyroliflora							GU176644												U61320	GU176658																		GU176629															
Elliottia paniculata							GU176643								GU176691				GU176671																			GU176628															
Thibaudia litensis																			AY331917																			AY331890			AY331859										AY331968		
Thibaudia floribunda																			AF382791																			AF382709			AY331857										AY331966		
Thibaudia parvifolia																			AF382795																			AF382713			AY331863										AY331972		
Thibaudia tomentosa																			AY331919																			AY331892			AY331864										AY331973		
Thibaudia diphylla																			AY331915																			AY331888			AY331856										AY331965		
Thibaudia costaricensis																			AY331914																			AY331887			AY331854										AY331963		
Thibaudia pachyantha																			AF382794																			AF382712			AY331862										AY331971		
Thibaudia martiniana																			AY331918																			AY331891			AY331861										AY331970		
Thibaudia inflata																			AY331916																			AY331889			AY331858										AY331967		
Thibaudia macrocalyx																			AF382793																			AF382711			AY331860										AY331969		
Thibaudia densiflora																			AF382790																			AF382708			AY331855										AY331964		
Diplarche multiflora							AF419821												AF440418																			GU176631													GU176739		
Lyonia ligustrina							AF124578								HM182099				U61311																			HM182083															
Psammisia sodiroi																			AY331905																			AY331878			AY331833										AY331943		
Psammisia ulbrichiana																			AY331906																			AY331879			AY331834										AY331944		
Psammisia dolichopoda																			AF382775																			AF382690			AY331831										AF419730		
Psammisia ecuadorensis																			AF382776																			AF382691			AY331832										AY331942		
Sphyrospermum cordifolium																			U89749																			AY331886			AY331850										AY331960		
Sphyrospermum ellipticum																			AY331912																			AY331885			AY331849										FJ001748		
Sphyrospermum buxifolium																			U89751																			FJ001705			AY331848										FJ001747		
Monotropa uniflora										L25680																								AF351926				AB600869		JQ248025													
Monotropa hypopitys																			AF440421															AF351908				AF384119		JQ248022													
Cosmelia rubra							GQ392894			AF419801									AF015634				AF155842																														
Symphysia racemosa																			U89750																			AF382705			AY331851										AF419733		
Acrotriche rigida		JQ310789																	JQ667085				AY636037	JQ667238																													
