taxon	Pvr1	Pvr1.1	unknown	h6h	GGR	atpB-rbcL-intergenic-spacer-region	osmotin-like-protein	endochitinase	beta-1,3-glucanase	LEAFY	5.8S-ribosomal-RNA	5S-rRNA	NIA	18S-ribosomal-RNA	rpi-vnt1-like-protein	S	self-incompatability-glycoprotein-(allele-S6)	trnK	CT179	hypothetical-protein	hypothetical-protein.1	COSII_At5g14320	COSII_At2g38020	GA3ox2	rpl32	rps16-trnQ(UUG)-intergenic-spacer	AT3-2	rpl16	At1g14300-like-protein	trnY	CYP75	NIA.1	Dfr	At5g04590-like-protein	atpB	ITS1	At3g24010-like-protein	At3g62940-like-protein	trnL	psbA-trnH-intergenic-spacer	COSII_At1g50020-like-protein	rpl32.1	nepGS	MPF2-like	osmotin	COSII_At3g03100-marker	lfy	glo	COSII_At2g38020.1	phyA2	rps16	MCC	COSII_At1g13380	contains-promoter-and-5'-UTR	trnH-trnK-intergenic-spacer	unknown.1	unknown.2	unknown.3	trnL-trnF-intergenic-spacer	cox1	unknown.4	At1g44760-like-protein	COSII_At2g15890	COSII_At3g10920	RanGAP2	adh	unknown.5	trnS-trnG-intergenic-spacer	chloroplast-glutamine-synthetase	ndhF	putative-Pto-like-serine/threonine-kinase	fed	matK	PMT2	MPF1-like-protein	infA	S.1	rpS16	trnC-psbM-intergenic-spacer	SAMT	disease-resistance-protein-RGH5	TPS17	PI	trnT	18S-ribosomal-RNA.1	GBSSI	S.2	ndhJ	LFY	S.3	psbB-psbH-intergenic-spacer	unknown.6	rpoB	DEF	
Schizanthus laetus											DQ299451																																																																											DQ299427		DQ299439							
Schizanthus integrifolius											DQ299448																																																																											DQ299424		DQ299436							
Schizanthus alpestris											DQ299455																																																																											DQ299431		DQ299443							
Schizanthus porrigens											DQ299456																																																																											DQ299432		DQ299444							
Schizanthus lacteus											DQ299450																																																																											DQ299426		DQ299438							
Schizanthus litoralis											DQ299457																																																																											DQ299433		DQ299445							
Schizanthus candidus											DQ299449																																																																											DQ299425		DQ299437							
Schwenckia americana																																			AM233292																																						EF439053							EF472977															
Markea panamensis																																							EU581026																					JF966322										EU580884																									
Solanum argopetalum											GQ163573																												GQ163487																																															GQ163635									
Solanum armentalis											JN542581																												JN661819																																															JN661836									
Solanum sessilistellatum																																							GQ163561																													AY998470																		AY996468									
Solanum cerasiferum											AY996554																												HQ721911																																															HQ721973									
Solanum gympiense											GQ163592																												GQ163513																																															GQ163660									
Solanum malindiense											HQ721862																												HQ721926																																															HQ721987									
Solanum vansittartense											GQ163630																												GQ163568																																															GQ163704									
Solanum calileguae																																							EF068252																															AF500806																DQ169022									
Solanum discolor											GQ163582																												GQ163502																																															GQ163650									
Solanum orbiculatum											GQ163614																												DQ855050																																															GQ163687									
Solanum pusillum											GQ163618																												GQ163554																																															GQ163692									
Solanum subumbellatum											HQ457401																												HQ457411																																															HQ457420									
Solanum aligerum																																							DQ180441																															AF500799																DQ169015									
Solanum thomasiifolium											GU591099																												GU591049																																															GU591150									
Solanum wacketii											HQ457403																												HQ457413																																															HQ457422									
Solanum johnsonianum											GQ163597																												GQ163525																																															GQ163668									
Solanum coactiliferum											GQ163576																												GQ163494																																															GQ163642									
Solanum absconditum											GU591053																												GU590994																																															GU591105									
Solanum vaccinioides											GQ163629																												DQ812110																																															DQ812111									
Solanum polyacanthon																												FJ384660																																	FJ384658							FJ384664																											
Solanum supinum											EU176122																												EU176158																																															EU176138									
Solanum havanense																																							DQ180431																															AF500830																DQ169030									
Solanum innoxium											GQ163596																												GQ163524																																															GQ163667									
Solanum serpens											GQ163623																												GQ163560																																															GQ163697									
Solanum inelegans																																							DQ180432																															AF500833																DQ169032									
Solanum lamprocarpum											GQ163600																												GQ163529																																															GQ163671									
Solanum platacanthum											HQ721870																												HQ721934																																															HQ721995									
Solanum polygamum											AY996543																																																									AY998456																		AY996455									
Solanum acanthodapis											GQ163571																												GQ163485																																															GQ163633									
Solanum racemosum					EU292986																														AM233130																																						EF439033																						
Solanum bolivianum											GU591061																												GU591003																																															GU591113									
Solanum pronum											HQ721875																												HQ721939																																															HQ722000									
Solanum jucundum											GQ163598																												GQ163526																																															GQ163669									
Solanum paraibanum											GU591083																												GU591033																																															GU591134									
Solanum tequilense					EU292991																														AM233128																																						EF439035																						
Solanum humile											EU176121																												EU176157																																															EU176137									
Solanum agnewiorum											HQ721835																												HQ721898																																															HQ721961									
Solanum spirale											JQ638804																																																		JF944463												JF956501																						
Solanum cunninghamii											DQ364725																												GQ163497																																															GQ163645									
Solanum rupincola											GU591091																												GU591041																																															GU591142									
Solanum stellativelutinum											GU591094																												GU591044																																															GU591145									
Solanum hapalum											GQ163593																												GQ163514																																															GQ163661									
Solanum cookii											GQ163577																												GQ163495																																															GQ163643									
Solanum kurzii											GQ163599																												GQ163527																																															GQ163670									
Solanum jubae											HQ721861																												HQ721925																																															HQ721986									
Solanum hystrix											DQ364753																												GQ163520																																															GQ163665									
Solanum oligacanthum											GQ163613																												GQ163546																																															GQ163686									
Solanum subinerme											GU591095																												GU591045																																															GU591146									
Solanum reflexiflorum											GU591088																												GU591038																																															GU591139									
Solanum setaceum											HQ721880																												HQ721945																																															HQ722005									
Solanum hasslerianum											GU591071																												GU591017																																															GU591123									
Solanum caesium																																							DQ180445																															AF500805																DQ169021									
Solanum dimorphispinum											GQ163581																												GQ163500																																															GQ163648									
Solanum whalenii											GU591104																												GU591052																																															GU591153									
Solanum mauense											HQ721863																												HQ721927																																															HQ721988									
Solanum amblymerum											GQ163572																												GQ163486																																															GQ163634									
Solanum tribulosum											GQ143676																												GQ149760																																															GQ143708									
Solanum stramoniifolium																																																																				AY555476		AF500863																AY562970									
Solanum ellipticum											GQ163586																												GQ163507																																															GQ163654									
Solanum buddleifolium											GU591063																												GU591005																																															GU591115									
Solanum horridum											GQ163594																												GQ163519																																															GQ163664									
Solanum quadriloculatum											GQ163619																												GQ163555																																															GQ163693									
Solanum alternatopinnatum											HQ457395																												HQ457404																																															HQ457414									
Solanum paludosum											GU591082																												GU591031																																															GU591133									
Solanum lumholtzianum											GQ143668																												GQ149753																																															GQ143700									
Solanum esuriale											GQ163587																												DQ855047																																															GQ163655									
Solanum phlomoides											GQ163616																												GQ163551																																															GQ163690									
Solanum schliebenii											HQ721878																												HQ721942																																															HQ722002									
Solanum densevestitum											GQ163579																												GQ163498																																															GQ163646									
Solanum dolichorhachis																																							HQ856057																													HQ856074																		HQ856212									
Solanum cordatum											HQ721851																												HQ721914																																															HQ721977									
Solanum coagulans											HQ721850																												HQ721913																																															HQ721975									
Solanum aggregatum																																							DQ180460																															AF500798																DQ169014									
Solanum coriaceum											GU591067																												GU591010																																															GU591119									
Solanum dennekense											HQ721855																												HQ721917																																															HQ721981									
Solanum riojense																																							DQ180456																															AF500856																DQ169044									
Solanum dianthophorum											GQ163580																												GQ163499																																															GQ163647									
Solanum clandestinum																																							DQ180462																															DQ392957																DQ169023									
Solanum ipomoeoides																																							DQ180448																															AF500834																DQ169033									
Solanum thomsonii											HQ721888																												HQ721950																																															HQ722012									
Solanum ovigerum											EU176118																												EU176153																																															EU176134									
Solanum asteropilodes											GU591060																												GU591001																																															GU591112									
Solanum bumeliifolium											GQ169756																												GQ163490																																															GQ163638									
Solanum conglobatum											JN542583																												JN661821																																															JN661838									
Solanum cumingii											EU176116																												EU176151																																															EU176132									
Solanum beaugleholei											DQ364737																												GQ163489																																															GQ163637									
Solanum asperum																																								GQ982364																					GQ981876												GQ982096																						
Solanum hexandrum											GU591072																												GU591018																																															GU591124									
Solanum stenopterum											GQ163626																												GQ163563																																															GQ163699									
Solanum polhillii											HQ721871																												HQ721936																																															HQ721996									
Solanum viridifolium											GQ163632																												GQ163570																																															GQ163706									
Solanum neorossii												AF331060			GU338332																																																																						AF447432										
Solanum barbisetum											HQ721841																												HQ721904																																															HQ721967									
Solanum comarapanum											GU591066																												GU591008																																															GU591118									
Solanum rhytidoandrum											GU591089																												GU591039																																															GU591140									
Solanum shirleyanum											GQ163624																												GQ163562																																															GQ163698									
Solanum centrale											GQ163575																												DQ855048																																															GQ163640									
Solanum juvenale											GU591074																												GU591021																																															GU591126									
Solanum phoxocarpum											HQ721869																												HQ721933																																															HQ721994									
Solanum rixosum											GQ163621																												GQ163557																																															GQ163695									
Solanum usaramense											HQ721891																												HQ721954																																															HQ722015									
Solanum triflorum																																							DQ180457																															AF500868																DQ169049									
Solanum tetramerum											GU591098																												GU591048																																															GU591149									
Solanum crispum																																							DQ180446																															AF500819																DQ169024									
Solanum undatum											JQ638896																												HQ721953																																															HQ722014									
Solanum procumbens											HQ721874																												HQ721938																																															HQ721999									
Solanum sendtnerianum											GQ143671																												GQ149756																																															GQ143703									
Solanum umbellatum											JN542601																												JN661833																																															JN661850									
Solanum davisense											GQ143653																												GQ149738																																															GQ143685									
Solanum pungetium											GQ163617																												GQ163553																																															GQ163691									
Solanum megistacrolobum													FJ155434																																																																									HM561779						EF620679			
Solanum zanzibarense											HQ721895																												HQ721958																																															HQ722019									
Solanum schumannianum											HQ721879																												HQ721943																																															HQ722003									
Solanum hirtellum											JN542589																												JN661826																																															JN661843									
Solanum megalonyx											GU591077																												GU591025																																															GU591129									
Solanum ochrophyllum																																							DQ180435																															AF500848																DQ169040									
Solanum parcistrigosum											JN542597																												JN661832																																															JN661848									
Solanum doddsii											AY875810																																																											AF500822																						EF620608			
Solanum thruppii											AY996497																																																									AY998397																		AY996398									
Solanum jabrense											GU591073																												GU591020																																															GU591125									
Solanum burchellii											HQ721842																												HQ721905																																															HQ721968									
Solanum hayesii																																								GQ982366																					JQ594158												GQ982098																						
Solanum bonariense											GU591062																												GU591004																																															GU591114									
Solanum goetzei											GQ163591																												GQ163512																																															GQ163659									
Solanum gabrielae											GQ163588																												GQ163509																																															GQ163656									
Solanum somalense											HQ721882																												HQ721946																																															HQ722006									
Solanum angustifolium											GQ143645																												GQ149729																																															GQ143677									
Solanum tettense											HQ721886																												HQ721949																																															HQ722010									
Solanum nienkui											HQ721867																												HQ721931																																															HQ721992									
Solanum nobile											GQ163610																												GQ163542																																															GQ163683									
Solanum lignescens											JN542591																												JN661827																																															JN661844									
Solanum mitchellianum											GQ163607																												GQ163539																																															GQ163680									
Solanum inaequilaterum											GQ163595																												GQ163521																																															GQ163666									
Solanum amygdalifolium																																							DQ180442																															AF500800																DQ169016									
Solanum fiebrigii																																							DQ180447																															AF500828																DQ169029									
Solanum erythracanthum											HQ721856																												HQ721919																																															HQ721982									
Solanum hispidum					EU292990																														AM233136																																						EF439027																						
Solanum decompositiflorum											GU591068																												GU591012																																															GU591120									
Solanum velutissimum											JN542602																												JN661834																																															JN661851									
Solanum oldfieldii											GQ163612																												GQ163545																																															GQ163685									
Solanum croatii											HQ721852																												HQ721915																																															HQ721978									
Solanum inaequiradians											HQ721859																												HQ721923																																															HQ721984									
Solanum delitescens																																							DQ180428																															AF500821																DQ169026									
Solanum elachophyllum											GQ163585																												GQ163506																																															GQ163653									
Solanum decorum											HQ457396																												HQ457405																																															HQ457415									
Solanum polytrichum											GU591087																												GU591037																																															GU591138									
Solanum clarum											AY875763		FJ155406																																																																									AY875441									
Solanum gardneri											GU591070																												GU591015																																															GU591122									
Solanum macoorai											GQ163606																												GQ163537																																															GQ163679									
Solanum neoanglicum											GQ163609																												DQ855014																																															GQ163682									
Solanum scuticum											HQ457400																												HQ457410																																															HQ457419									
Solanum nigriviolaceum											EU427555																												HQ721932																																															HQ721993									
Solanum semiarmatum											GQ163622																												GQ163559																																															GQ163696									
Solanum tetrathecum											GQ163628																												GQ163566																																															GQ163702									
Solanum talarense											GU591096																												GU591046																																															GU591147									
Solanum latens											GQ163602																												GQ163531																																															GQ163673									
Solanum seaforthianum																																							JF804932																															U47425																DQ169048									
Solanum stipitatostellatum											HQ721885																												HQ721948																																															HQ722009									
Solanum ursinum											GU591102																												GU591050																																															GU591151									
Solanum corifolium											GQ163578																												DQ855019																																															GQ163644									
Solanum manabiense											JN542593																												JN661828																																															JN661845									
Solanum acutilobum											GU591054																												GU590995																																															GU591106									
Solanum pluviale											GU591085																												GU591035																																															GU591136									
Solanum ditrichum											GQ163584																												GQ163504																																															GQ163652									
Solanum vicinum											GQ163631																												GQ163569																																															GQ163705									
Solanum johnstonii											GQ143666																												GQ149751																																															GQ143699									
Solanum sturtianum											GQ163627																												GQ163565																																															GQ163701									
Solanum papaverifolium											GQ163615																												GQ163548																																															GQ163688									
Solanum mortonii											GU591080																												GU591028																																															GU591131									
Solanum pubigerum																																							DQ180455																															AF500853																DQ169043									
Solanum melastomoides											HQ721864																												HQ721928																																															HQ721989									
Solanum lythrocarpum											GQ163605																												GQ163536																																															GQ163678									
Solanum urticans											GU591103																												GU591051																																															GU591152									
Solanum lucani											GQ163604																												GQ163535																																															GQ163677									
Solanum limitare											GQ163603																												GQ163533																																															GQ163675									
Solanum metrobotryon											HQ457397																												HQ457406																																															HQ457416									
Solanum rigescentoides											GQ163620																												GQ163556																																															GQ163694									
Solanum dissectum											GQ163583																												GQ163503																																															GQ163651									
Solanum schomburgkii											GU591092																												GU591042																																															GU591143									
Physalis virginiana											AY665910																																																																					AY741499						AY665966									
Physalis divaricata																																																													JX996060												JX996066	AM177611																					
Nierembergia frutescens																																			AM233331									EF395194																													EF438948																						
Nierembergia riograndensis																																							AY772849	AY772929																			AY772883																																				
Nierembergia veitchii											AY560050																	AY538156																																													DQ995350																						
Brugmansia sanguinea																																							EU580966																					JF966306										EU580867																									
Browallia speciosa																																							AY206753																						AY206719									AY206739																									
Cestrum dasyanthum											DQ508659																																																DQ508625																									DQ508591											
Cestrum chiriquianum											DQ508658																																																DQ508624																									DQ508590											
Cestrum endlicheri											DQ508660																																																DQ508626																									DQ508593											
Cestrum diurnum											JQ230969																																																		GU135235												GU135071																						
Cestrum acutifolium											DQ508655																																																DQ508621																									DQ508587											
Cestrum guatemalense											DQ508665																																																DQ508631																									DQ508598											
Cestrum fasciculatum											DQ508661																																																DQ508627																									DQ508594											
Cestrum fulvescens											DQ508663																																																DQ508629																									DQ508596											
Dunalia spinosa											DQ314188																																																																											DQ309495			DQ301543						
Dunalia spathulata											DQ314198																																																																											DQ309506			DQ301554						
Dunalia obovata											DQ314192																																																																											DQ309499			DQ301547						
Physochlaina infundibularis																																							EU581046																					JF966285										EU580930																									
Larnax sylvarum											AY665839																												AF212030																															EU126022																AY665919									
Larnax sachapapa			AF211344								DQ314166																																																																											DQ309476			DQ301519						
Calibrachoa linearis																																							JN565808																				JN565783									JN565833																							JN565755				
Calibrachoa eglandulata																																							JN565801																				JN565776									JN565826																							JN565748				
Calibrachoa ericifolia																																							JN565803																				JN565778									JN565828																							JN565750				
Calibrachoa sendtneriana																																							JN565817																				JN565792									JN565842																							JN565765				
Calibrachoa heterophylla																																							JN565806																				JN565781									JN565831																							JN565753				
Calibrachoa serrulata																																							JN565818																				JN565793									JN565843																							JN565766				
Calibrachoa longistyla																																							JN565820																				JN565795									JN565845																							JN565768				
Calibrachoa micrantha																																							JN565810																				JN565785									JN565835																							JN565757				
Calibrachoa elegans																																							JN565802																				JN565777									JN565827																							JN565749				
Calibrachoa dusenii																																							JN565800																				JN565775									JN565825																							JN565747				
Calibrachoa spathulata																																							JN565821																				JN565796									JN565846																							JN565769				
Calibrachoa ovalifolia																																							JN565812																				JN565787									JN565837																							JN565759				
Calibrachoa humilis																																							JN565807																				JN565782									JN565832																							JN565754				
Calibrachoa irgangiana																																							JN565819																				JN565794									JN565844																							JN565767				
Calibrachoa paranensis																																							JN565813																				JN565788									JQ082475																							JN565760				
Calibrachoa cordifolia																																							JN565799																				JN565774									JN565824																							JN565746				
Calibrachoa pubescens																																							JN565815																				JN565790									JN565839																							JN565762				
Calibrachoa thymifolia																																							JN565822																				JN565797									JN565847																							JN565770				
Calibrachoa missionica																																							JN565811																				JN565786									JN565836																							JN565758				
Calibrachoa caesia																																							JN565798																				JN565773									JN565823																							JN565745				
Calibrachoa linoides																																							JN565809																				JN565784									JN565834																							JN565756				
Grammosolen dixonii																																							AY098691																													AJ585017		AY098721			AJ585876																						
Coeloneurum ferrugineum											AY206732																												AY206756																				AY206724											AY206742																									
Capsicum ciliatum						AF397094																																	AY349009																															DQ667545																AF397115									
Capsicum minutiflorum	EF589580	EF589598																																					EU580970																															DQ667543																									
Capsicum galapagoense						AF397103																																	DQ077642																															DQ667539																AF397126									
Capsicum cardenasii						AF397095																																	DQ077654																															DQ667531																AF397116									
Leucophysalis nana											AY665847																												EU581014																															EU580906																AY665928									
Anthotroche myoporoides																																							AY098679																													AJ585005		AY098710			AJ585865																						
Anthotroche walcottii																																							AY098681																													AJ585007		AY098713			AJ585867																						
Anthotroche blackii																																							AY098678																													AJ585004		AY098711			AJ585864																						
Hunzikeria texana											AY560044																	AY538159											EU580993																															EU580886																									
Iochroma cardenasianum											DQ314156																												EU581000																															EU580893																DQ309466									
Jaltomata auriculata						AF397081																																	EU581006																															EU580898																GU256358									
Witheringia coccoloboides																																			AM233284									EF395175																													EF438981		EF395140																				
Witheringia meiantha											AY665856																												EU581072																						JQ594185									EU126020																									
Witheringia macrantha											AY665857																												EU581071																															EU126019																AY665925									
Streptosolen jamesonii																																							EU581064																					JF966342										EU580948										AY741495															
Goetzea ekmanii											AY206735																												AY206759																				AY206727											AY206745																									
Brunfelsia guianensis											JQ081195																												JQ081090																				JQ081089											JQ081143																									
Brunfelsia densifolia											JQ081192																												JQ081086																					JF966354										JQ081141																									
Brunfelsia grandiflora											JQ081196																												JQ081092																					JF966308										JQ081145																									
Brunfelsia lactea											JQ081203																												JQ081098																					JF966309										JQ081151																									
Aureliana fasciculata						AF397083																																	EU580961																					JF966303										EU580861																									
Henoonia myrtifolia											AY206737																												AY206761																				AY206728											AY206747																									
Nicotiana umbratica											AJ492400																																FN568478																														AB040015										DQ158186												
Nolana gracillima										FJ914139																																									FJ914205																			FJ914026									FJ914059																
Nolana tovariana										FJ914101																																									FJ914192																			FJ914011									FJ914042																
Nolana pallidula										FJ914099																																									FJ914186																			FJ914003									FJ914047																
Nolana willeana										FJ914105																																									FJ914189																			FJ914006									FJ914043																
Nolana revoluta										FJ914100																																									FJ914187																			FJ914004									FJ914041																
Cyphanthera albicans																																							AY098683																													AJ585010		AY098715			AJ585870																						
Cyphanthera odgersii																																							AY098687																													AJ585016		AY098718			AJ585875																						
Lycianthes multiflora																																							EU581019																						JQ594557									DQ667567			JQ589232																						
Lycianthes inaequilatera											DQ314159																												EU581018																															DQ667561																DQ309469									
Oryctes nevadensis											AY665864																												EU581039																															EU580923																AY665934									
Anthocercis ilicifolia																																							AY098673																													AJ584999		AY098706			AJ585859																						
Anthocercis myosotidea											AJ492422																												AY098686																													AJ585014					AJ585874																						
Protoschwenkia mandonii																																							EU581049																					JF966334										EU580934										EF472975															
Duboisia leichhardtii																																							AY098689																													AJ585012		AY098719			AJ585872																						
Solanum herculeum											AF244734																												DQ180466																															AF224065																DQ169031									
Solanum heinianum											AY996515																												GQ163515																													AY998420																		AY996421									
Solanum pectinatum											AY996541																												AY266230																													AY998454																		AY996453									
Solanum appendiculatum											AF244746																												DQ180461																															AF224062																DQ169018									
Solanum adhaerens											GU799061																												GU799081																													AY998376																		GU799070									
Solanum nemophilum											AY996535																												GQ163540																													AY998447																		GQ163681									
Solanum chippendalei											DQ364734																												GQ163493																																		EU983562													GQ163641									
Solanum violaceum											JQ638811																												HQ721957																													AY998479																		HQ722017									
Solanum aphyodendron																																							DQ180423																															AF500801			JQ589579													DQ169017									
Solanum amotapense					EU292982						AY523869																								AM233124																																						EF439046																						
Solanum myriacanthum											AY561267																												AY559240																													AY555466																		AY562960									
Solanum stupefactum											DQ364757																												GQ163564																																		EU983572													GQ163700									
Solanum hyporhodium											AY263461																												AY266255																													AY998426																		AY996427									
Solanum stelligerum											GQ163625																												DQ855018																													AY998471																		AY996469									
Solanum circinatum											AY523884																													GQ982365																					GQ981877												GQ982097																						
Solanum crotonoides											AY996502																												GU591011																													AY998403																		AY996404									
Solanum microphyllum											AY996529																												GU591026																													AY998441																		AY996441									
Solanum myoxotrichum											AY996534																												DQ392960																													AY998446																		AY996445									
Solanum robustum											GQ478111																												AY266259																													AY555472																		AY562966									
Solanum hoplopetalum											DQ364752																												GQ163518																																		EU983571													GQ163663									
Solanum lanceolatum											AY996523																												GU591023																													AY998431																		AY996432									
Solanum chenopodioides																																							GU169331																						HM850361									JN545031			JN545025																						
Solanum circaeifolium											AY875768	AJ226017																																																																									Y16689	AY875445									
Solanum capense											AY996490																												DQ392958																													AY998390																		AY996391									
Solanum repandum											AY263466																												AY266234																													AY998462																		AY996461									
Solanum arundo											HQ721840																												HQ721903																													AY998382																		HQ721966									
Solanum stagnale											GU591093																												GU591043																													AY555474																		GU591144									
Solanum laxum																																																													HM850364									AF500836			HM851101													AY875406									
Solanum gourlayi												AF331057																																																					HE681643																				AF447422							EF620611			
Solanum tenuispinum											AY561274																												AY266245																													AY555477																		AY996470									
Solanum glabratum											AY996514																												DQ812106																													AY998419																		AY996420									
Solanum capsicibaccatum																										GU143649																									GU143617																	GU143633											GU143601																
Solanum adscendens											JN542582																												JN661818																															AF500796																DQ169013									
Solanum nummularium											AY996537																												GQ163543																													AY998449																		AY996448									
Solanum carduiforme											DQ364713																												GQ163491																																		EU983558													GQ163639									
Solanum pugiunculiferum											AY996545																												GQ163552																													AY998459																		AY996458									
Solanum villosum											GU323359																												GU323356																															AF224066																DQ169053									
Solanum nitidum											AF244740																												DQ180451																															AF224075																DQ169039									
Solanum vestissimum											AY263467																												AY266247																													AY998478																		AY996477									
Solanum felinum											AY996509																												AY266252																													AY998413																		AY996414									
Solanum kwebense											AY996522																												GQ163528																													AY998429																		AY996430									
Solanum acerifolium											AY561261																												AY266249																													AY555454																		AY562949									
Solanum platense											AY561269																												AY559241																													AY555468																		AY562962									
Solanum spegazzinii											AY875842	AF331063																																																					HE681658																											EF620736			
Solanum cyaneopurpureum											AY996503																												HQ721916																													AY998404																		HQ721979									
Solanum tomentosum											AY996558																												DQ392961																													AY998474																		AY996473									
Solanum retroflexum																																							AY348999																						JN545021									JN545033			JN545027																						
Solanum dioicum											JN098474																												DQ855034																																		JN098478													GQ163649									
Solanum stenandrum											AY561273																												AY559242																													AY555475																		AY562969									
Solanum incarceratum											AY561266																												AY559239																													AY555461																		AY562955									
